,Start,End,Speaker,Text
55,0:03:13,0:03:16,SPEAKER 1, It'll long in the nipple.  The headband of the house.  You have the longest nipples in that house. 
56,0:03:16,0:03:19,SPEAKER 2, They say Joseph Smith used to tie them in... 
57,0:03:19,0:03:20,SPEAKER 1, That's right. 
58,0:03:20,0:03:24,SPEAKER 3," Really, I imagine them all was erect  and never flopping down. "
59,0:03:24,0:03:27,SPEAKER 1," Well, yeah, that's part of God's will.  Is that he keeps you? "
60,0:03:27,0:03:30,SPEAKER 4, It's absolutely tentative at Thanksgiving. 
61,0:03:32,0:03:33,SPEAKER 3, Why do pigs are crazed? 
62,0:03:33,0:03:35,SPEAKER 1, It's my dad who's beautiful tits. 
63,0:03:36,0:03:50,SPEAKER 3," Yeah, you can tell he's a grandmaster.  Anyway, my pants got wet.  And so I only could wear cuties pants  which were booty shorts given to her by her mother-in-law.  And I was wearing that to a Brazilian steakhouse. "
64,0:03:50,0:03:51,SPEAKER 1, Right. 
65,0:03:51,0:03:53,SPEAKER 3, No go.  It was one of the shorts that... 
66,0:03:53,0:04:05,SPEAKER 1," They got a dress code.  Underwear leaks under.  They said we might be Brazilian,  but we still got to wear some pants.  Yeah.  Okay.  I know it gets hot down there,  but this is a steakhouse, sir. "
67,0:04:05,0:04:06,SPEAKER 3, But I had to buy cords. 
68,0:04:06,0:04:08,SPEAKER 1, They call you fail. 
69,0:04:09,0:04:10,SPEAKER 3, No? 
70,0:04:10,0:04:12,SPEAKER 1, What does that mean?  No. 
71,0:04:12,0:04:13,SPEAKER 3, Ugly. 
72,0:04:13,0:04:15,SPEAKER 2," Well, I got there.  That's right. "
73,0:04:15,0:04:16,SPEAKER 1, Is it also ugly in Portuguese?  Fail. 
74,0:04:16,0:04:18,SPEAKER 3," There's no need for language, right? "
75,0:04:18,0:04:18,SPEAKER 1, It's fail. 
76,0:04:20,0:04:20,SPEAKER 3, You're making that up. 
77,0:04:20,0:04:22,SPEAKER 1, No. 
78,0:04:22,0:04:22,SPEAKER 2," Wait, what? "
79,0:04:22,0:04:26,SPEAKER 4," Did you just say it in Spanish?  And then yes, it was the same as... "
80,0:04:26,0:04:28,SPEAKER 3," Yeah, it is.  You made it TH. "
81,0:04:30,0:04:32,SPEAKER 2," Yeah, which would be...  I feel like it's more of a joke about people in Spain. "
82,0:04:32,0:04:36,SPEAKER 1," No, no, no.  I was in the first time.  I meant the first time. "
83,0:04:36,0:04:36,SPEAKER 2, What's going on? 
84,0:04:36,0:04:38,SPEAKER 3," Welcome back to Yard, everybody.  Episode 54. "
85,0:04:38,0:04:40,SPEAKER 2," Dude, the 54. "
86,0:04:40,0:04:42,SPEAKER 3, I was hoping you'd let it go. 
87,0:04:42,0:04:44,SPEAKER 2, That would mean that we're past a year. 
88,0:04:44,0:04:46,SPEAKER 1," Yeah, we wouldn't have done anything cool for a year. "
89,0:04:46,0:04:46,SPEAKER 2, I think this is 45. 
90,0:04:46,0:04:48,SPEAKER 4, Is it been a full year already? 
91,0:04:48,0:04:52,SPEAKER 1," No, it hasn't.  That's what...  No.  I got him. "
92,0:04:52,0:04:52,SPEAKER 3, I got him. 
93,0:04:52,0:04:54,SPEAKER 1, I got him. 
94,0:04:54,0:04:56,SPEAKER 3, Come on.  I stopped celebrating anniversaries. 
95,0:04:56,0:05:00,SPEAKER 1," Wait, do you do this on the purpose now?  Yeah.  How long do you do that? "
96,0:05:00,0:05:00,SPEAKER 4, I did that on purpose. 
97,0:05:00,0:05:02,SPEAKER 1, I cannot tell. 
98,0:05:02,0:05:06,SPEAKER 2," Look, the audio listeners have no idea  there's a cute-ass little cat on that right now. "
99,0:05:06,0:05:08,SPEAKER 1, Little cat. 
100,0:05:08,0:05:10,SPEAKER 2, Hi. 
101,0:05:10,0:05:12,SPEAKER 3, And that Aiden looks like Eminem. 
102,0:05:12,0:05:12,SPEAKER 1, Yeah. 
103,0:05:12,0:05:14,SPEAKER 2, Yeah. 
104,0:05:14,0:05:14,SPEAKER 1, What's the fuck happened to us? 
105,0:05:14,0:05:16,SPEAKER 3, You look like one of Trump's sons. 
106,0:05:16,0:05:18,SPEAKER 1," Well, you used to be a real country. "
107,0:05:18,0:05:22,SPEAKER 2, Aiden just drank a fifth of vodka and was asking us to dare him to drive. 
108,0:05:22,0:05:26,SPEAKER 1, You look like...  You look like you're a problem at a corn con. 
109,0:05:26,0:05:28,SPEAKER 3, You look like you hang up a melt boys poster in your college dorm. 
110,0:05:28,0:05:30,SPEAKER 1, Ugh. 
111,0:05:30,0:05:32,SPEAKER 2, You look like corn.  You... 
112,0:05:32,0:05:32,SPEAKER 1," Fuck, bro. "
113,0:05:32,0:05:34,SPEAKER 3, The band. 
114,0:05:34,0:05:34,SPEAKER 1, You look like... 
115,0:05:34,0:05:36,SPEAKER 2, Not on the cob. 
116,0:05:36,0:05:44,SPEAKER 1," You look like you hang out with only high schoolers.  Well, in your 24.  In your 24. "
117,0:05:44,0:05:46,SPEAKER 3," In your 24.  In your 24.  Yeah, 25. "
118,0:05:46,0:05:48,SPEAKER 1, You got high schoolers. 
119,0:05:48,0:05:50,SPEAKER 3, Your eyebrows look better. 
120,0:05:50,0:05:52,SPEAKER 4, It's crazy because they didn't change. 
121,0:05:52,0:05:54,SPEAKER 3, I know. 
122,0:05:54,0:05:56,SPEAKER 2, Yeah.  Aiden's blonde. 
123,0:05:56,0:05:58,SPEAKER 3, He's blonde. 
124,0:05:58,0:06:02,SPEAKER 1, You look like you fucking hang out at the skate park and you've never skated. 
125,0:06:02,0:06:12,SPEAKER 2," Oh, it's fucked.  Yeah.  You look like you're at the skate park and you have a skateboard in your hand.  You're holding it by the trucks and you critique people on their tricks,  but you've never ridden around. "
126,0:06:12,0:06:14,SPEAKER 4," I'm like, I'm like Owen Wilson for the first half of that video. "
127,0:06:14,0:06:16,SPEAKER 2, No. 
128,0:06:16,0:06:16,SPEAKER 1, No. 
129,0:06:16,0:06:18,SPEAKER 2," No, you're not. "
130,0:06:18,0:06:18,SPEAKER 1," No, because he's money. "
131,0:06:18,0:06:20,SPEAKER 2," Yeah, he's money. "
132,0:06:20,0:06:24,SPEAKER 4, What?  He's money not doing any tricks.  He's criticizing everybody.  That's what you just said. 
133,0:06:24,0:06:24,SPEAKER 2," No, with them. "
134,0:06:24,0:06:26,SPEAKER 1," No, but you're... "
135,0:06:26,0:06:28,SPEAKER 2, You'll never do what he does in the second half. 
136,0:06:28,0:06:34,SPEAKER 1," Yeah.  What he does.  So, what Owen Wilson does in the second half of the video.  That's what Owen Wilson hits the boy.  What's on the kid's Santa doesn't exist. "
137,0:06:34,0:06:36,SPEAKER 2, What's wrong with you? 
138,0:06:36,0:06:40,SPEAKER 1, You don't think he hits the blunt side.  Both sides.  Get the fuck out of my house. 
139,0:06:40,0:06:44,SPEAKER 2, Front salad.  Back set.  What is it? 
140,0:06:44,0:06:44,SPEAKER 1, I got beef with you. 
141,0:06:44,0:06:48,SPEAKER 3," Yeah, front salad.  You have beef with me.  I'm mad at you. "
142,0:06:48,0:06:50,SPEAKER 4, You just roasted my hair for the past. 
143,0:06:50,0:06:52,SPEAKER 1," Which...  No, I did.  He gave the layup. "
144,0:06:52,0:06:58,SPEAKER 4, Much like the beloved album with the same name.  Everybody loves it.  Besides you three. 
145,0:06:58,0:06:58,SPEAKER 1, Album? 
146,0:06:58,0:07:00,SPEAKER 3, Long films. 
147,0:07:00,0:07:04,SPEAKER 1," You mean the TV show?  That is a joke.  Oh, I thought you were talking about the album.  Everybody loves it. "
148,0:07:04,0:07:06,SPEAKER 3," And I was like, Simon, know this artist? "
149,0:07:06,0:07:10,SPEAKER 1, Yeah.  That's an obscure punk band from the 80s. 
150,0:07:10,0:07:24,SPEAKER 3," Uh, you look, I'm mad at you because I...  You're always mad that we never hang out.  You disappear an entire week without saying a word to me.  You show up out of the blue with blonde hair.  I'm like, what the hell is this?  You're like, yeah, just do me a mim. "
151,0:07:24,0:07:26,SPEAKER 1, Yeah.  What are you with? 
152,0:07:26,0:07:28,SPEAKER 3, Where does this happen?  What did you do all week? 
153,0:07:28,0:07:32,SPEAKER 2, You guys know music video for Stan.  You've seen the M&M music video. 
154,0:07:32,0:07:36,SPEAKER 1, Yeah.  And he's writing.  And they put it in the sound. 
155,0:07:36,0:07:38,SPEAKER 2," And he's like, man, but it's Aiden.  And he's just like, um, so... "
156,0:07:38,0:07:40,SPEAKER 4, You haven't applied to me in a while. 
157,0:07:40,0:07:54,SPEAKER 2," Which is okay.  It's fine.  Because I'm actually playing Valorant Highline Fun.  I just want to make sure everything's good.  Uh, if we could like talk to each other maybe and like figure out like what the problem is  because I'd love to resolve it.  Uh, yeah.  Just like, let me know.  And if not, it's totally okay.  But I'll talk to you later. "
158,0:07:54,0:08:04,SPEAKER 1," Hey, and you don't kill yourself and your wife because you're just ultimately pretty reasonable about it.  Yeah. "
159,0:08:04,0:08:06,SPEAKER 4, But I want to deep down. 
160,0:08:06,0:08:06,SPEAKER 1, Yeah. 
161,0:08:06,0:08:08,SPEAKER 3, You're close. 
162,0:08:08,0:08:12,SPEAKER 4, I'm harboring.  Yeah.  The death I want to inflict. 
163,0:08:12,0:08:14,SPEAKER 3," But what's up, dude?  What happened, man?  Where's the old Aiden? "
164,0:08:14,0:08:16,SPEAKER 2, I'm just the old Aiden. 
165,0:08:16,0:08:20,SPEAKER 4," I mean, I just dyed my hair. "
166,0:08:20,0:08:24,SPEAKER 1," Yeah, but it's fun.  Yeah.  And you shouldn't have done that.  I shouldn't have done... "
167,0:08:24,0:08:24,SPEAKER 4, I've been thinking about doing this for... 
168,0:08:24,0:08:26,SPEAKER 1, I immediately asked him. 
169,0:08:26,0:08:30,SPEAKER 4," I'm like, this is you did this two years ago.  You're acting like it's this insane thing that you would never do. "
170,0:08:30,0:08:32,SPEAKER 3, It's so much different. 
171,0:08:32,0:08:38,SPEAKER 1," It's again, you're literally again comparing yourself.  This is like the own Wilson thing.  It's not even close. "
172,0:08:38,0:08:40,SPEAKER 3, Why is it different?  I am.  Because it was for content. 
173,0:08:40,0:08:42,SPEAKER 1, Was it for content? 
174,0:08:42,0:08:46,SPEAKER 3," Yeah.  I did marbles.  And it was a random, a shortman of hair colors.  It could have been pink. "
175,0:08:46,0:08:46,SPEAKER 1, And he did it on screen. 
176,0:08:46,0:08:50,SPEAKER 2," Oh, Cole, you're going to love part two of what Aiden's going to do to his hair then. "
177,0:08:50,0:08:52,SPEAKER 1, Oh.  Oh.  What? 
178,0:08:52,0:08:54,SPEAKER 4," No, I mean, you guys will see. "
179,0:08:54,0:08:54,SPEAKER 1, What are you doing? 
180,0:08:54,0:08:56,SPEAKER 3, Tyler Ninja Blevin's blue? 
181,0:08:56,0:09:00,SPEAKER 4, Yeah.  It's like if that's kind of the steps to success that I see.  Yeah. 
182,0:09:00,0:09:04,SPEAKER 1, Yeah.  It's in the master class. 
183,0:09:04,0:09:08,SPEAKER 3, It's in the master class.  Master class.  Episode three is dire hair blue.  It works every time.  We've got to cast a lot. 
184,0:09:08,0:09:10,SPEAKER 1," But, you know, you need to do it. "
185,0:09:10,0:09:12,SPEAKER 3, I just signed up for this class. 
186,0:09:12,0:09:14,SPEAKER 1, Read every hair dresser.  Oh really? 
187,0:09:14,0:09:16,SPEAKER 3, Did they reopen admission? 
188,0:09:16,0:09:16,SPEAKER 2, Are you grinding? 
189,0:09:16,0:09:18,SPEAKER 3, I'm grinding.  I'm grinding the Ninja Blevin's last. 
190,0:09:18,0:09:20,SPEAKER 2, You learn a lot. 
191,0:09:20,0:09:20,SPEAKER 3, No. 
192,0:09:20,0:09:24,SPEAKER 4, Isn't a master class like a just a video?  Why is there a set number of signups? 
193,0:09:24,0:09:40,SPEAKER 2," No, there's like, it's a curriculum.  And they have like, as far as I understand,  that you have like homework.  There's things that you have to do.  And they also have people who like review your work.  So I imagine if it was infinite signups,  they couldn't handle the amount of people. "
194,0:09:40,0:09:48,SPEAKER 4," It's got to be pretty crushing to do the homework for that class.  Because you just like boot up the stream, follow all the steps,  and still have two fucking viewers and one of them's you. "
195,0:09:48,0:09:54,SPEAKER 2," Do you think there's like an influx of like, like Fortnite players  who all stream into the exact same thing? "
196,0:09:54,0:09:56,SPEAKER 3, They all have like the same hashtag in the title. 
197,0:09:56,0:09:58,SPEAKER 4, They all have a different shade. 
198,0:09:58,0:10:02,SPEAKER 2," All right, guys, doing my homework.  I have to say hello to 50 people today. "
199,0:10:02,0:10:10,SPEAKER 1, That's actually so embarrassing if you just see like the bottom  of the just chatting section or the Fortnite section.  And it's just like all the thumbnails are the same. 
200,0:10:10,0:10:12,SPEAKER 3," They give you the template, you guys.  Yeah. "
201,0:10:12,0:10:16,SPEAKER 2, They have like a Ninja master class like a watermark. 
202,0:10:16,0:10:18,SPEAKER 1, Yeah.  You have overlays. 
203,0:10:18,0:10:20,SPEAKER 2, Yeah.  The class comes with like an overlay pack. 
204,0:10:20,0:10:28,SPEAKER 3," If I'm leading this class,  I'd say put hashtag Ninja master class in your title.  View bot all of them. "
205,0:10:28,0:10:28,SPEAKER 1, Yeah. 
206,0:10:28,0:10:30,SPEAKER 3, Like 20 to 50.  Just nothing crazy. 
207,0:10:30,0:10:32,SPEAKER 1," Oh, okay, not a fuck. "
208,0:10:32,0:10:34,SPEAKER 3," No, no, no, no.  This one looks like you're good. "
209,0:10:34,0:10:34,SPEAKER 2, Looks like you're growing. 
210,0:10:34,0:10:38,SPEAKER 3," Yeah, and they're like, what the hell?  They tell their friends about it. "
211,0:10:38,0:10:42,SPEAKER 1," Yeah, no one really talks to my chat,  but I have a pretty active community.  Yeah, exclamation point discord for the discord. "
212,0:10:42,0:10:46,SPEAKER 3," I think we're so enthralled with my gameplay that they just don't talk.  But when they do, I say hi. "
213,0:10:46,0:10:54,SPEAKER 1," Yeah, because I've learned that.  Bots that try to have conversations with you  would be really funny for Twitch chat.  Do they have those?  I think they haven't been trained chat. "
214,0:10:54,0:11:00,SPEAKER 3," They haven't for comments, not for chat.  I mean, they have them from train chat to get fucking millions of dollars.  That's what I'm saying. "
215,0:11:00,0:11:04,SPEAKER 1," But they do exist because train chat, they'll like click on it  and be like, yeah, it's a fucking bot account. "
216,0:11:04,0:11:06,SPEAKER 4," Wait, does pay for that? "
217,0:11:06,0:11:14,SPEAKER 1," No.  No, no, no.  Dude, they're people that sit.  They have bot accounts that sit in train chat  because he does so many giveaways. "
218,0:11:14,0:11:14,SPEAKER 2, Oh. 
219,0:11:14,0:11:18,SPEAKER 4, I thought this was the gambling sponsor  trying to beef up the stream somehow. 
220,0:11:18,0:11:20,SPEAKER 1, No. 
221,0:11:20,0:11:30,SPEAKER 3," This is people, because he tweets out,  giving away $700,000 one day, fuck it.  And then you literally will have a good chance of getting like 5K  if you just are there in press enter.  A better chance than watching me. "
222,0:11:30,0:11:34,SPEAKER 1," Well, wait, why would you?  Yeah, why would you?  You know what I'm saying? "
223,0:11:34,0:11:42,SPEAKER 3," What's what I'm saying?  It's like, so you might as well watch him and do it in.  Like if you're gonna watch a stream  and you also have a chance of winning 700K,  train chat.  Sure, you're free. "
224,0:11:42,0:11:46,SPEAKER 2," I think it was just weird.  Yeah, you said a better chance to fly. "
225,0:11:46,0:11:48,SPEAKER 1, You also do this but have lower. 
226,0:11:48,0:11:50,SPEAKER 2, Are you trying to say that there's a random chance  you get 5K watching you? 
227,0:11:50,0:11:52,SPEAKER 3, Practice with me. 
228,0:11:52,0:11:52,SPEAKER 2, What? 
229,0:11:52,0:11:54,SPEAKER 4, They don't know about that. 
230,0:11:54,0:11:54,SPEAKER 3," Oh, you don't have a cracker? "
231,0:11:54,0:12:00,SPEAKER 2," Bro, he's right there.  Just by don't call him that.  Yeah, actually when you call Aiman, "
232,0:12:00,0:12:02,SPEAKER 1, that now it is a slur. 
233,0:12:02,0:12:02,SPEAKER 2, Yeah. 
234,0:12:02,0:12:04,SPEAKER 3, Can't take the board. 
235,0:12:04,0:12:06,SPEAKER 2, You look like the first guy they called that. 
236,0:12:06,0:12:10,SPEAKER 3, That's the cat's name. 
237,0:12:10,0:12:14,SPEAKER 1," No, it's not true.  Well, I did a marble and it won. "
238,0:12:14,0:12:14,SPEAKER 3," No, that's the marble that won. "
239,0:12:14,0:12:18,SPEAKER 2, And then it's a bad cat name. 
240,0:12:18,0:12:24,SPEAKER 3," Yeah, they're calling me reverse HP Lovecraft  because HP Lovecraft's name  was the Hard R cat. "
241,0:12:24,0:12:26,SPEAKER 1, That's his cat's name? 
242,0:12:26,0:12:30,SPEAKER 3," Hard R man.  Yeah, that was HP Lovecraft's cat's name. "
243,0:12:30,0:12:38,SPEAKER 1," That cannot be true.  If I have heard that HP Lovecraft was racist,  if this is the reason why that's unreasoned. "
244,0:12:38,0:12:40,SPEAKER 3," I don't think this is the reason why I think this shows.  No, no, it's the reason why people know that. "
245,0:12:40,0:12:42,SPEAKER 1," Oh, yeah, yeah, yeah, yeah.  Something about it being dude, "
246,0:12:42,0:12:46,SPEAKER 4," it being man right after.  Yeah, what? "
247,0:12:46,0:12:46,SPEAKER 1," Oh, it just says it. "
248,0:12:46,0:12:48,SPEAKER 2," Yeah, that's Christ. "
249,0:12:48,0:12:48,SPEAKER 1," I mean, it's Google. "
250,0:12:48,0:12:50,SPEAKER 3, They're not scared. 
251,0:12:50,0:12:50,SPEAKER 1," Oh, my God. "
252,0:12:50,0:12:54,SPEAKER 4, We got to stop saying kitty man.  Kitty man's done. 
253,0:12:54,0:12:56,SPEAKER 2," No, that's crazy to call your cat. "
254,0:12:56,0:13:02,SPEAKER 3," So anyway, say hello to cracker man.  Kitty man. "
255,0:13:02,0:13:04,SPEAKER 1, I liked it.  If you liked Kitty man. 
256,0:13:04,0:13:04,SPEAKER 2, If you like it. 
257,0:13:04,0:13:06,SPEAKER 3, I don't love it. 
258,0:13:06,0:13:08,SPEAKER 2, You're gonna love what we have next.  Yeah. 
259,0:13:08,0:13:20,SPEAKER 1," My first suggestion was potato like weeks ago.  Right.  And cutie in the chat was like, I like that.  And I'm like, no, don't name it fucking potato. "
260,0:13:20,0:13:24,SPEAKER 3, You said it's bad that you shouldn't be in weird potato. 
261,0:13:24,0:13:26,SPEAKER 1, But she thought it was cute.  It is cute. 
262,0:13:26,0:13:28,SPEAKER 4," Yeah, the other name and contention is amen. "
263,0:13:28,0:13:32,SPEAKER 2," Uh, I don't like amen because it'll be confusing.  Yeah. "
264,0:13:32,0:13:36,SPEAKER 1," It's like having like, you know, it would be like having three people "
265,0:13:36,0:13:40,SPEAKER 4, at our company with the same name and like that. 
266,0:13:40,0:13:46,SPEAKER 1," Well, that's what God wanted.  This is what we can choose.  We're the God to the cat.  I want to be God and name things out. "
267,0:13:46,0:13:50,SPEAKER 4, God and name things after me in my image. 
268,0:13:50,0:13:54,SPEAKER 2," Yeah, but if things that aren't yours, everything is mine because I'm God. "
269,0:13:54,0:13:56,SPEAKER 3, Okay.  That's actually fair. 
270,0:13:56,0:14:04,SPEAKER 1," He's omnipresent.  But if you tried to take this cat away,  a lot of it would break your neck.  And I don't think you can break God's neck. "
271,0:14:04,0:14:04,SPEAKER 4, It's a good point. 
272,0:14:04,0:14:06,SPEAKER 1," My neck, if you tried it wouldn't snap. "
273,0:14:06,0:14:08,SPEAKER 3, I want to do it.  Yeah. 
274,0:14:08,0:14:10,SPEAKER 1, He's really texting me. 
275,0:14:10,0:14:10,SPEAKER 3, I love you a lot. 
276,0:14:10,0:14:12,SPEAKER 1, So I won't.  But boy. 
277,0:14:12,0:14:14,SPEAKER 3, That's how you get your neck. 
278,0:14:14,0:14:14,SPEAKER 2, If I could get it rewind. 
279,0:14:14,0:14:16,SPEAKER 3, Just to try it out. 
280,0:14:16,0:14:16,SPEAKER 1, I'll do it. 
281,0:14:16,0:14:18,SPEAKER 3, My name is Coots.  Coots? 
282,0:14:18,0:14:20,SPEAKER 1, Coots is good. 
283,0:14:20,0:14:28,SPEAKER 2," I like it because it's similar to boots,  which people call their cats that have little stalk,  whatever, but it doesn't have that.  So it's like Coots.  It's different. "
284,0:14:28,0:14:30,SPEAKER 3, Chats name is Marbles. 
285,0:14:30,0:14:32,SPEAKER 2, No. 
286,0:14:32,0:14:34,SPEAKER 1," Oh, that's kind of cute.  I like that. "
287,0:14:34,0:14:34,SPEAKER 3, Overwhelmingly. 
288,0:14:34,0:14:40,SPEAKER 2, I don't like it because it's just what they were looking at when they said it.  Yes.  It's like Ludwig.  I like it. 
289,0:14:40,0:14:44,SPEAKER 4, You know what else would be good?  No. 
290,0:14:44,0:14:48,SPEAKER 1," No, actually.  That's what we call the Keemstar.  Not at all. "
291,0:14:48,0:14:48,SPEAKER 3, Maybe it's just called a Keemstar. 
292,0:14:48,0:14:50,SPEAKER 2, I do. 
293,0:14:50,0:14:54,SPEAKER 1, I'm down.  Let's take it back.  Let's throw it against the wall.  Let's take it back.  It's a fun fight. 
294,0:14:54,0:14:58,SPEAKER 3," No, I was like, it's empowering because we'll take back Keemstar. "
295,0:14:58,0:15:00,SPEAKER 1," No, no, his fucking word doesn't have any values.  Throw it against the wall. "
296,0:15:00,0:15:02,SPEAKER 3, Yeah. 
297,0:15:02,0:15:02,SPEAKER 1, I'm getting it going. 
298,0:15:02,0:15:06,SPEAKER 3, It's like a candle.  I love that because he's cute.  Jesus Christ. 
299,0:15:06,0:15:06,SPEAKER 1, He's right there. 
300,0:15:06,0:15:08,SPEAKER 3, He can hear you. 
301,0:15:08,0:15:10,SPEAKER 4, He's trying to climb out. 
302,0:15:10,0:15:10,SPEAKER 1, She's not Keemstar. 
303,0:15:10,0:15:12,SPEAKER 3, She is cute. 
304,0:15:12,0:15:14,SPEAKER 1, He's the Keemstar. 
305,0:15:14,0:15:20,SPEAKER 4," You have a bad precedent because Durs is a girl, but we all collectively say he. "
306,0:15:20,0:15:22,SPEAKER 1, Is that leakable? 
307,0:15:22,0:15:24,SPEAKER 3," Yeah, it's leakable.  Oh, God.  You talked about this. "
308,0:15:24,0:15:26,SPEAKER 1, I didn't know a street knowledge. 
309,0:15:26,0:15:32,SPEAKER 3, Yeah.  It's also like chill.  Like what's Durs?  Who's gonna be like Durs seriously? 
310,0:15:32,0:15:34,SPEAKER 2," Yeah, wait.  It won't be the danger of that. "
311,0:15:34,0:15:34,SPEAKER 1, I just think it. 
312,0:15:34,0:15:36,SPEAKER 3, You're not. 
313,0:15:36,0:15:38,SPEAKER 1, I genuinely don't.  I think we should ask Durs before we do something like that. 
