,Start,End,Speaker,Text
38,0:28:30,0:30:11,SPEAKER 1," I have thought of doing that. But then I think like that when I if if people ask me about that  when I am explaining it, I'm going to seem like I'm totally out of touch with reality. But I'm  really glad to know that I'm not that you agree with me about this on this. We definitely agree, John.  This question is from Isaiah who asked, sorry, Ashley and I are laughing at something that you  guys didn't get to hear. Um, this question comes from Isaiah who asks, dear John and Hank, I'm  worth it. I'm using a very special skill for years. I've been a practitioner of jazz music. I've  spent thousands of hours studying theory, practicing rehearsing and jamming and even forming a spiritual  realization of music. However, as a young person rising through the ranks, I quickly realized that  music pays way fewer bills than I ever imagined. We all know that musicians rarely make much  from records nowadays. But at least in Chicago venues don't pay for live shows either. I've sold all  my tickets to House of Blues twice on Friday nights and went home with zero dollars.  I was lucky enough to make it into Evanston Illinois's most famous university which by the way,  Isaiah counts my wife among their alumni to study biology, which I enjoy. I make a modest living  with a low ceiling as a teacher. However, the feeling of being me felt different when I was better at  jazz. I haven't completely stopped playing but without spending hours on it each day, I feel rusty  and I wonder if I've spent my whole life feeling rusty.  That question makes me a little sad. I know it's a hard one because this is a true fact of being  an artist or making things for a living or performing for a living which is that many times it isn't "
39,0:30:11,0:31:40,SPEAKER 2," you're whipping. Yeah. Yeah, it's really hard to do that and that's not Isaiah's fault. That's no  artist fault for the most part. The biggest fault is that people tend to devalue work that is  enjoyed while it is being made. So it's like if you liked it then why am I paying you for it? And  that's unfortunate and I think that's sort of the wrong way to go but it is kind of the way things  are right now and it's hard. It's hard when you love something and you study it and you devote  all this time to it and then feel like you can't maintain that level of expertise or that level  of production or whatever but at the same time, I think sometimes we have to shift our idea  of what art is for and I think that while we want to be experts and we want to be people who are  always at the top of our game in art that you have to make a decision somewhere along the line about  whether or not that's something that you can actually do and also whether or not that's something  you can sustain and it's just such a hard question and it's so private I think really person. "
40,0:31:40,0:35:24,SPEAKER 1," Yeah, I mean it is very much like a case to case thing. I mean I come at this from an incredibly  privileged position because I've been able to make a living writing for a long time now. I mean  for the first several years that I was writing and even when I was writing semi-professionally,  I didn't but I have for the last nine or ten years but I do have maybe like an analogous  experience in the sense that after my book The Fault in Our Stars came out for a long time I wasn't  writing because I was doing other things because there was movie stuff happening and our crash course  channel was taking off educational video channel that Hank and I started and and then also because  writing became unfun and I started to feel rusty and I started to feel like I wasn't good at it  anymore and like maybe I was never going to be good at it again and there are lots of examples  of this happening like it's not an irrational fear you know I mean there's famous stories of  people who were among the best golfers in the world for instance and one day they picked up their  clubs and found that they could no longer play golf well there's a very famous example of a  baseball player who made three straight throwing errors in the major leagues after a very successful  major league career and never again was able to play major league baseball like just was never  able to do it again never could complete the throws and and of course like in the case of  writing there's lots and lots and lots and lots of examples of people like that from you know  wonderful writers who had very successful careers like Harper Lee to many many writers out there  like including my great uncle who wrote one novel and then founded Impossible to write another  whether it was the first one was successful or not so I did I started to feel rusty and I also  felt like it was something that I could never do again or never never enjoy again I found though  for me that by keeping at it and by continuing to try to write that it got better I didn't stop  feeling rusty and I still probably think that and I'm not well I'll just say this I still do  probably think that my best writing is behind me in a lot of ways but I was it what I found was  an ability to enjoy writing again because I stopped making it about wanting to be the best or  wanting to be better than some past version of myself or better than other people I admire a lot  who write why a fiction or better than this or better than that and instead of seeing it as like  a pyramid or something that you're trying to get to the top of I started seeing it as a huge ball  that I'm trying to like contribute one layer of paint to and lots and lots of other people are  contributing layers of paint and through that the ball gets more beautiful and interesting and also  bigger and and instead of me being needing to be like at the top of my game somehow what I can  really do I think in the end is contribute in a small way to a very big conversation that's very  old and and that's what art is for me oh my gosh John you're really messing me up right now because "
41,0:35:24,0:38:23,SPEAKER 2, I mean so many you know like my fears as a writer as a performer and as someone who you know  needs to make a living are so wrapped up and a lot of you know those same thoughts and those same  you know like the restiness and the you know what if I have already done the best thing I'm ever  going to do and right I think you know as someone who has a day job somebody who has a place that  she has to be you know like every day even though even even in terms of like day jobs I'm still  kind of sitting pretty because I have unlimited vacation at my job and also you know they understand  that I'm a writer and do other things and you know allow me room and space to do those things which  is not true for everybody or even most people who have day jobs um but you know I have a lot of  those fears that by having this day job or you know by doing things that are not just sitting down  and writing that I'm not being a good writer and that I won't ever be a better writer because of  those things you know but sometimes I'm like you know some things you just they're important and  they are part of living a fool and whole life as an artist and that's important not just for your  art but also for the way you experience the world in general like at the end of the day we're people  you know and we might be artist people but we are still people and people have to eat and people  have to have somewhere to live and people have to have you know certain things to feel you know  comfortable and feel like they can get to a place where they can even create in the way that they  want to you know so I don't know I guess I'm just saying that you know I feel like tonight I should  be working on my book but instead I'm interviewing Zadie Smith you know and that does not feel  pretty great actually right but my point is like that doesn't feel like being less of a writer  that doesn't feel like being less of an artist that doesn't feel like I'm throwing away some future  and I think I think that the key to art that we forget sometimes is joy and you know you talking  about finding the joy and being able to enjoy writing again I think I don't think that the  problem with Isaiah is that you know because he can't spend hours a day he'll never be happy  I think he sort of has to redefine why and how music gives him joy and why how and why playing  music gives him you know space to feel like more of himself or the person that he wants to be 
42,0:38:23,0:39:10,SPEAKER 1, yeah I think that's exactly right and I think ultimately the conclusion that I've come to about  writing is that regardless of whether I ever publish anything again writing helps me feel like  myself it helps me it is it's like it's it's joyful for me it's the only it's kind of the only time  that for me that I can get lost enough in something I feel this occasionally when I read  when I can get lost enough in something that I feel like I can escape myself for a minute  uh which is very joyful thing like it to me it's sort of terrifying the thought of being stuck inside  of one uh one consciousness for for decades and decades I couldn't do it I couldn't do it like I'm 
43,0:39:10,0:39:44,SPEAKER 2, already I already have a hard time just like you know I tried meditating and meditating sounds  so awesome in theory and I really want to do it because I really want to be the kind of person  who can do it and every time I'm just like well it is like it's not safe in here I can't just be in  here like for 10 minutes I totally agree it is not safe in here and you know maybe that's its own  problem maybe I should be talking to somebody more about that but you know I mean I completely agree 
44,0:39:44,0:40:23,SPEAKER 1, with you and I know that I'm I'm actually having to meditate every day because of this new health  and fitness show that I'm doing on youtube youtube.com slash 100 days never not self-promoing and um  it's not going great uh and lots of people are telling me oh you're just meditating wrong and I'm  like you know what criticizing my meditation is also not helpful like that's not that's also not  getting me to where I need to be right now like because before when I wasn't meditating at all  I was happier and now with you criticizing my meditation on top of not enjoying the meditation 
45,0:40:23,0:40:53,SPEAKER 2, at you're making everything worse everything's worse now thanks for nothing meditation like just believe  you didn't do right by me meditation I thought this it's just one of those things where it's like it's  just it is not going well and boy did I give it my best shot but you know what there are other things  to master in this world and I should probably move along this just this one just this one just 
46,0:40:53,0:41:16,SPEAKER 1, ain't for me I talked to my friend Josh Sunquist about meditation he's a big advocate for it and he  was like oh I didn't see any uh much improvement at all in the first year and I was like I can't do  something for a year where I don't see any improvement I can just barely brush my teeth every day for a  year like knowing that there are real risks to not like there's no way I'm gonna be able to put 
47,0:41:16,0:42:05,SPEAKER 2, in the time necessary to get these rewards I just like I'm so with you on this and it's like a  thing about myself that infuriates me about myself but also it's like I just have to know that  that's true like I just spent a lot of money on a personal trainer who I've seen like four times  and now I'm kind of like I think I got all I needed out of that I don't think I'm the kind of  person who personally trades you know after after just like a few sessions because I was like hmm  I'm not really losing any weight here uh yeah I don't really feel better people were like your  energy is gonna get better and I was like nah I've just been sleeping more so no I'm okay I'm 
48,0:42:05,0:43:29,SPEAKER 1, yeah I mean you really do I have found benefits to exercise but it is totally true that they are not  immediate um but yeah I'm I should go well but I don't just take care of yourself in whatever ways  you can find uh we should move on to the news from Mars and AFC Wimbledon Ashley I know this is  your favorite part of the podcast and also the listeners just kidding it absolutely ain't nobody  likes it the news from Mars I looked up some news from Mars for you people it was physically painful  I did not enjoy it Mars is a boring cold rock in the vastness of space it doesn't matter however  since Hank is not here I did hook up some news from Mars and they've just found a depression on Mars  not caused by the election but caused by a crater at the edge of the hellis basin uh which is  surrounded by glacial deposits and is near to another similar depression and the nature of this  depression is such that it has uh it was likely a place where life would have formed if life  indeed formed on Mars um so they now know a place that they can go look for life on Mars if and when  anybody ever gets to Mars which will hopefully not happen till 2028 because if it doesn't happen  until 2028 we get to rename this podcast dear john and hank which is my dearest dream I don't know 
49,0:43:29,0:44:02,SPEAKER 2, that is the news from Mars I don't know john I think uh post election people might be speeding up  their mind I am concerned I'm not saying I'm a little concerned true I'm not saying that I've  heard rumors but I am saying that I live in New York City and talk gets around okay and  I am saying that you know Mars is looking uh better and better every day john and that's not 
50,0:44:02,0:46:08,SPEAKER 1, a personal opinion I I think no no yeah yeah I am concerned I think that this election was very bad  um for my ability to make sure that uh humans are an earth-only species until at least 2028 so I  can get this podcast renamed um we really took a hit all right so there is also news from  AFC Wimbledon uh the third-tier English soccer team sponsored by nerdfighteria owned by their  fans uh who've worked their way up all the way from the ninth tier of English football uh now  to the third tier they played the FA Cup yesterday which is a competition that uh the old  Wimbledon actually won once and uh they beat a team called Berry B-U-R-Y as in we buried them um  we beat them five to nothing we scored five goals in just 90 minutes and we won five to nothing  who scored the goals fricking everybody everybody scored uh it was it it was amazing Paul Robinson scored  a goal uh Dom Polly and scored a goal the the the Montserratian Messi Lyle Taylor scored a goal uh the  the the leading score of on Montserrat's uh national football team Lyle Taylor uh scored a goal as well  it was just it was a beautiful beautiful game five nothing victory uh you can watch the highlights  on youtube the the youtube highlight uh real is like 17 minutes long because it's just the goals  just kept coming uh yeah it was great uh that means that we're going to the second round of the FA Cup  uh where we're going to play a team in the sixth tier uh we the draw has already happened  and it's uh I want to give you the name because I know that I know how much this matters to everybody  the name of the team is Kersen Ashton uh and if we win that game uh we will then get to the third  round of the FA Cup where we could potentially play like Manchester United or Chelsea or something  could be incredibly exciting and also quite lucrative John what I know yeah I know I know it's 
51,0:46:08,0:47:01,SPEAKER 2, pretty great the last time I looked up stuff about AFC Wembleden I was actually super shocked at their  ranking um in the third tier but I had but I had I know which was like they were only like I think  last time I looked they had 17 points um but now things have gotten even better things have  gotten even better for AFC Wembleden which makes me very happy um because I decided to get into  club soccer a little bit over the past two years uh which was heavily influenced by your  enthusiasm so I know a little bit about a little bit but here's my question that you know like  I'm wondering what does it mean if AFC Wembleden were to be a Manchester United 
