,Start,End,Speaker,Text
19,0:03:47,0:04:00,SPEAKER 1," Smash okay, that's like what is this? That's the most common thread when we talked about you coming on the show  was this you you like tweet like any normal like guy or like gamer does and then in the reply "
20,0:04:00,0:04:07,SPEAKER 5," You're like yes, M.K. Leo clutched it out again  Someone's just like fucking please come to Brazil. I'm thank you. I "
21,0:04:08,0:04:19,SPEAKER 1, Looked it. I looked at your most recent tweet today. It was like about jackass because I thought it was funny because we had just watched that movie  too and then the first reply is like posting a scene of you kissing somebody in sex education 
22,0:04:21,0:04:23,SPEAKER 2, Do you like Twitter Instagram more? 
23,0:04:25,0:04:43,SPEAKER 3," Well, you just like you're starting out for a while. Yeah, I just I just deleted the app because and I actually deleted Twitter as well  I don't really like either of them hugely sure  If I had to pick one probably Twitter, I think you can like crack jokes and Twitter be easier. Yeah "
24,0:04:43,0:04:47,SPEAKER 2, I think it's a little more like your voice than just like here's me in a picture 
25,0:04:47,0:05:01,SPEAKER 5," But I hate Instagram. I'm terrible. It's just so funny how disconnected the people who follow you are to like the things that you're into outside of acting  Yeah, because you'll just post anything and they're just just like I love you so much and I don't know what you're talking about "
26,0:05:01,0:05:11,SPEAKER 3," How do you reconcile that? Do you do you think I just don't well, I just don't go there  like it's you can I just don't find out to like scroll through it because there's some shit "
27,0:05:13,0:05:23,SPEAKER 4, I read every comment and I've reply to them to this day. I'll call I'll go I'll be like go fuck yourself to this day  I would not make it you're in the difference 
28,0:05:23,0:05:39,SPEAKER 1," The new quality with Twitter is already reaching like a breaking point now  Imagine if you had a his fall away. I'd be so busy. Yeah, somebody would post like some girl would post under like a tweet  You made like please please come hang out with me and you tell them to fuck off "
29,0:05:39,0:05:47,SPEAKER 4," Well, I would just be like that's not what the point of this thread is  In the context of this it's just annoying and you're being annoying and it's like you will "
30,0:05:47,0:05:51,SPEAKER 3, Got it. It'd be it's gonna be like a one-way thing as soon as it starts coming back then 
31,0:05:52,0:06:06,SPEAKER 2," It's yeah, you're a pair of social. I'm not parasocial. Yeah, you're followers. No one opposite of social  No, it's the opposite of parasoaching out to them and talking to them. I don't see the incorrect. This is not the correct  Social or we're not "
32,0:06:06,0:06:17,SPEAKER 5, That's insane. I think the difference maybe is like slime is like fuck off and it's just like a 27-year-old guy  Who is just like into the show if a says fuck off? It might be a 14-year-old girl 
33,0:06:19,0:06:21,SPEAKER 1, She'll be upset 
34,0:06:24,0:06:29,SPEAKER 2, That would ruin them you should do it once just to find out 
35,0:06:30,0:06:36,SPEAKER 4, Here's something I had this idea so it's a bit of an ice break and I think this is important because we're Americans 
36,0:06:36,0:06:43,SPEAKER 3," We have come to your land. My local. This is like my local pub. Is it really? Yeah, I was here not even two days ago "
37,0:06:43,0:06:58,SPEAKER 4," How is that when you come through? I'm sure these kind of like it's over there  The same thing was like do you come through and it's like oh, it's ace of time. Everyone knows or you're just like chill in the back  But like a pub. Yeah, what I'm saying is like how's the vibe when you're hanging out as a as it like you know "
38,0:06:58,0:07:19,SPEAKER 3," Hi, I'm ace, but do people respect you are they yeah for the most part people was like super chill about it  Yeah, and especially like around here. No one really gives a shit sure people just got so much else going on  I can kind of walk down the street and it's fine  We're going to like town like central London then it gets a bit more kind of  Everyone's super nice about it "
39,0:07:19,0:07:35,SPEAKER 2," So have you peed in the trough in the bathroom here? Yeah, yeah, dude  It's scared. I went into the bathroom. You don't like a trough. It's just a trough  It's there's it's there all it's not disconnected  It's a wide for like six. What do you do you guys know have that we do know the thing? We do "
40,0:07:38,0:07:43,SPEAKER 1, Give me one place for the trough. Give me one place. I've been like a concert venue in Seattle 
41,0:07:43,0:07:50,SPEAKER 2," Okay, that was oddly strong a restaurant almost everywhere has specific urinals that that maybe have a separator "
42,0:07:50,0:07:56,SPEAKER 1," You also you also have been to Europe a ton. Yeah, go to France. Yeah, it's way different "
43,0:08:00,0:08:07,SPEAKER 2, Different in France. There's like the bidet that shoots up the water and you you walk over after pooping and it's a different whole thing  It's great 
44,0:08:07,0:08:14,SPEAKER 5, You're oddly specific for a guy who is like mouth should drink an out of a bidet with your mouth. That's true  He's done this on video 
45,0:08:14,0:08:17,SPEAKER 2, For 20 bucks though 20 bucks. You are so proud of that 
46,0:08:18,0:08:38,SPEAKER 4," 20 bucks, you know, I'll still do it. No, you would not I wouldn't why no because we're saying it's Airbnb  That's like really nice. Oh my god three bedrooms for six people. It's like two people per bed like normal people  He's like I don't want to live like a smasher, bro, and he goes and stays in his own hotels  It was a goddamn leather jacket. He's telling me he's gonna drink out of a bidet now "
47,0:08:41,0:08:48,SPEAKER 1, I'll defend you we were at Conor and Schlatz  He set up the bidet and you did it you drank out of it again. He did it the cameras rolling. Yeah 
48,0:08:50,0:08:52,SPEAKER 3," No, he was that like mouth to tap "
49,0:08:55,0:08:59,SPEAKER 2, It was it was no it was like it was shooting and it was like you know like a school you like a school water fountain 
50,0:09:00,0:09:09,SPEAKER 5," When it's like some kids just kind of  Yeah, he was he was just he had to like stretch his lips so he could get it all the way over the water couldn't come out fast enough "
51,0:09:09,0:09:12,SPEAKER 2," I was like Kirby in the new ad. Yeah, I had the whole mouth over it. I was just like "
52,0:09:13,0:09:15,SPEAKER 4, I went Kirby on the bidet 
53,0:09:16,0:09:25,SPEAKER 2," Yeah, get a little nuts. Yeah, there's nothing wrong with it. Also, I did not say you live in some smash brothel  I got a recommendation for a hotel "
54,0:09:25,0:09:27,SPEAKER 4," No, you told Nick. I don't want it "
55,0:09:29,0:09:33,SPEAKER 2, I think Anthony orders places to live like a smasher and a degree to me 
56,0:09:34,0:09:42,SPEAKER 1," Are you no? I said yeah, I think that's fair  We like we booked this place we booked this place like we would when we went to smasher and it's all the time "
57,0:09:42,0:09:52,SPEAKER 5, I feel like it's the same level of this is also this is also so classic by the way the like like we have like a netflix actor on the show and  I don't think we've talked to him once 
58,0:09:55,0:10:06,SPEAKER 4," All right. Oh, yeah, yeah, let's circle back  Trops fine. You're afraid of male sexuality. I am  Clearly men scare me. Okay, the second part you should try it with the trough "
59,0:10:07,0:10:09,SPEAKER 2, I'll drink this and if you want to pee with me in the trough later 
60,0:10:12,0:10:26,SPEAKER 4," Okay, so we're we've been in in this this beautiful magical land of swords and dragons and we have a problem where we talk like  British people disrespectfully. He's using we really "
61,0:10:26,0:10:30,SPEAKER 1," Oh, you don't do it. No, I do Australian. He's the dude. Oh, you know, I got a "
62,0:10:31,0:10:36,SPEAKER 2," Which is fine in this land because we don't respect Australians here. Okay, true, but listen "
63,0:10:36,0:10:45,SPEAKER 4," I think I think for give us like 10 seconds  We get all of our accents out. Oh, that means we don't do accents for the rest of the episode as respect "
64,0:10:45,0:10:50,SPEAKER 2, And then could you rank who is the best in the worst? I'll be happy to but we need to do it all at once 
65,0:10:51,0:10:56,SPEAKER 3, Friends episode when they when they play all of them over each other you guys do like British accents is that like you're one of your things 
66,0:10:56,0:11:01,SPEAKER 5, Losely you could say you could say that we do it at home. Like if we're getting coffee is like oh come get coffee with me 
67,0:11:06,0:11:08,SPEAKER 1, So strong 
68,0:11:08,0:11:10,SPEAKER 2, He does use me a lot because I don't say that 
69,0:11:12,0:11:25,SPEAKER 3," Okay, well, okay, so on the count of I mean that was like sort of like 60s cockney like  You're really found yeah, I'm giving him something "
70,0:11:25,0:11:31,SPEAKER 2," Yeah, all right, so you want down the line and get it all out down the line go down the line start with Nick go down the line "
71,0:11:32,0:11:37,SPEAKER 5," Give me said let's go. I didn't know where to do this last time  Prepared oh, yeah, I love "
72,0:11:41,0:11:45,SPEAKER 4," Here we go. Oh, I'm fucking James. Oh, no, I'm fucking shagging Judy. Don't "
73,0:11:45,0:11:52,SPEAKER 3, He looks disgusted he looks disgusted with you sound like sort of rustle brand 
74,0:11:55,0:12:00,SPEAKER 2," It is a little yeah, he's watching rosses YouTube I guess so angry "
75,0:12:04,0:12:06,SPEAKER 3, And James one doesn't talk like that 
76,0:12:09,0:12:11,SPEAKER 2, Just finished kill the man what a shag 
77,0:12:12,0:12:14,SPEAKER 1, Ha 
78,0:12:14,0:12:22,SPEAKER 2," That's classic body. All right, he's actually gonna apply that got his blood week  Hi, the morning pussy "
79,0:12:24,0:12:26,SPEAKER 5, Too we're gonna get fucking kicked out 
80,0:12:33,0:12:35,SPEAKER 2, I gotta be talk to 
81,0:12:36,0:12:46,SPEAKER 1, You're in the car  It is more embarrassing. What is Brexit?  I'll think I'll be close to the fine department 
82,0:12:50,0:12:55,SPEAKER 5," Now asa has to do his one American that's right. Yeah, we can get out of the segment before he does it every time "
83,0:12:56,0:13:04,SPEAKER 4, Our friend Josh says every time or Mike says every time someone does an American accent. It's like British  They sound like JFK which I think is really fun 
84,0:13:04,0:13:08,SPEAKER 2," You're an actor you've certainly done a role before where you're American right yeah, yeah, I've been paid to do an American accent "
85,0:13:08,0:13:14,SPEAKER 4," Yeah, so I would hope it's okay. Yeah, they give you money for it. You're seeing I'm the president. You're my son "
86,0:13:16,0:13:18,SPEAKER 2, And I have to kiss you on the mouth 
87,0:13:20,0:13:38,SPEAKER 4," And I'm going in and I'm breaking some news to you. Oh, what's up. Hey, it's all good  You can go through. Yeah, all good. This is a semi-active space  All right  Sun here's the thing I just I can't uh, I can't go with you because there's a war going on. I got to be the president "
88,0:13:39,0:13:47,SPEAKER 3," Uh, you're my adult son. Okay, um, there's a war  Uh, what did you start the war for? "
89,0:13:50,0:13:52,SPEAKER 2, It's a great question 
90,0:13:52,0:13:56,SPEAKER 1," He's much more reasonable as a human dude. Yeah, this is Southern draw "
91,0:13:57,0:14:01,SPEAKER 3, I can't tell it was not intentional. That was good. I can't tell what that person's from 
92,0:14:01,0:14:03,SPEAKER 5," Yeah, they're not from L.A. He's a male "
93,0:14:03,0:14:20,SPEAKER 3," Whenever they asked me to do an American accent. I just try and make it as like generic as possible  As soon as you try and do like a Southern or like a New York accent people from me up  We like that doesn't sound like I love hamburger. You gotta go really  Like non-descript that was good. Yeah, we it was like right there. It was pretty good. I was like a Texas "
94,0:14:21,0:14:23,SPEAKER 1," You know, we were a Texas sunlight Texas straw "
95,0:14:24,0:14:33,SPEAKER 2, You're bad president  I needed to do that the war was necessary now go through who who do you think British wise who had the best yeah 
96,0:14:36,0:14:41,SPEAKER 3, I might give it a slime  Just for the commitment 
97,0:14:41,0:14:56,SPEAKER 5," He fully embodied it yet it in his arms. This is like this is the guy who was just running through the streets of London with the  Austin Powers theme song literally playing in his head  And he was just pushing people around  It's like random people. Yeah, not a person. That'd be terrible. Yeah, that's "
98,0:14:56,0:15:20,SPEAKER 1," This is when we were walking over. I was thinking about this earlier. We were walking over to the pub today  Just walking by homes  Out front in somebody's yard. There's just an open  porn magazine dude just in this just in the yard of somebody's house. It said like wank tonight  It was crazy. I was like who's wanking in the front y'all are zombies. It's okay. So he's just a resident in the front. Yeah, that's a lot "
99,0:15:20,0:15:22,SPEAKER 5, That's a low here 
100,0:15:23,0:15:24,SPEAKER 4, Just the male 
101,0:15:24,0:15:29,SPEAKER 3," Yeah, it's crazy. It's the what the male?  The male is in like he's gonna take it back "
102,0:15:30,0:15:32,SPEAKER 4, The male 
103,0:15:32,0:15:34,SPEAKER 2, Just like the male 
104,0:15:34,0:15:36,SPEAKER 3, That's I was just I was just making sure that's what you said thank god. That's all right 
105,0:15:37,0:15:46,SPEAKER 4, Just a bit of a trump check. Can I can I be maybe I'm the only one here?  I haven't seen a single thing that you've done actually not out of some sort of protest  That's just never crossed my path 
106,0:15:46,0:15:52,SPEAKER 5," That's all right. No, I haven't either but also out of in protest  That's actually that's actually really I'm protesting gamers who are actors "
107,0:15:54,0:15:59,SPEAKER 1, They had to pick it's either gaming or actually it's like it's like him and the guy from the Witcher 
108,0:15:59,0:16:01,SPEAKER 3," I will say though. I want like an Henry Cavalman. Yeah, yeah "
109,0:16:02,0:16:04,SPEAKER 1, He also hates Henry because he's just talking about video games all the time 
110,0:16:05,0:16:37,SPEAKER 5," You are in this like beautiful zone because you've been acting for a super long time where we've had certain people  We've told we're coming here to do this. We're like, oh, it's you know, it's about a few and they freak out  And like huge fantasy sex education like you know our age etc  And then there's other people like I've just never heard of that actor  But then there's people like zipper two's grandmother who also freaked out  And was naming all of your older movies. We call her zipper epsilon  And yeah, you're in like this interesting zone where it's like there's like people who I guess like a question  I would have is like you is mostly what you get recognized for on the street today like sex education "
111,0:16:38,0:16:56,SPEAKER 3," Yeah, it is now. Yeah, I think I just before that Netflix is just so huge  Yeah, yeah, like you do something on that and  And watch it anywhere in the world like at any time and the show was a huge success and because it's British  Particularly in the UK everyone watched it. Mm-hmm whether you're like my age or older. It's kind of the UK small "
112,0:16:56,0:17:12,SPEAKER 2," UK is small. It's like small in Texas. Tommy and it's like a celebrity here  Yeah, he's like a big like everybody recognizes him  Because like small and he's like 20 million subscribers and there's like  What 13 million people in the UK is that totally our face 30 million? No, it's like 65 "
113,0:17:13,0:17:21,SPEAKER 4," Yeah, okay, I'm a little off. I'm a little off. I'm like when I'm just guessing  Yeah, we are to say we're the same. I shouldn't do that anymore "
114,0:17:21,0:17:27,SPEAKER 2," Well, that's high before I say the enders game, but you were a kid. I was a kid. Is that weird? I was like 15 "
115,0:17:27,0:17:33,SPEAKER 3," That was that was the first film I did. We had an American accent really. Yeah. Yeah. Yeah, did you have to get like a coach for that? "
116,0:17:33,0:17:38,SPEAKER 5," Uh-huh. Oh shit. Yeah, dialect coach. Would you dialect coach American or just someone who understands? "
117,0:17:38,0:17:43,SPEAKER 3," He was a man. Yeah, but you kind of get people from all over. Yeah, I could be a dialect coach "
118,0:17:44,0:17:45,SPEAKER 5, I could 
119,0:17:45,0:18:03,SPEAKER 2," But it wouldn't be for American to be for British  Yeah, jar for money. I embarrassingly thought you were America. I was like the Tom Holland bit  You ever see that where does the interview and the guys like I thought you're American because he's British in the interview  He's like no, I'm pretending. How do you do that? "
120,0:18:04,0:18:36,SPEAKER 3," When you're in America when I'm working America, I do just start talking to Americans and even when I'm no working really  You kind of get a bit of a chameleon. Yeah, and you just start saying that you do that socially because people are doing it around you  Or you do it to practice. You do it subconsciously. I see like I'm not even aware of it  And then also does just start slipping into slight America. I came back after doing enders game  I came across my school and I was like why do you sound like American like and my little sister  Three of the  From she was from New Orleans  Because that's where we're shooting. She was like three years old and she's like my name's "
121,0:18:38,0:18:53,SPEAKER 5," Just sponge at that point. Yeah, yeah, I was I was just what I was asking this question on the plan over here  Like at what age when you go to another country  Do you like just not pick the accent up like if I turn 30 and then I go move to London for the rest of my life  Well, I think I think it's more of a "
122,0:18:54,0:19:06,SPEAKER 3, But people I don't even think certainly about age actually. I think some people are just more prone to it  Like you like there are people as there's a name for it. It's something to do with you speak to someone who  Maybe they don't speak English or they go different accent you will change your voice 
123,0:19:06,0:19:15,SPEAKER 2," So it's code switching is that yeah, there is I do it when I go to France  But then like I'll come back to America be like excuse me if I like bump into someone  Instead of just call you a pussy. Yeah "
124,0:19:15,0:19:23,SPEAKER 5," Yeah, I can fry you. They pie. What's crazy is that the rest of the time when you're in America when you aren't doing it  You're just doing Japanese. Yeah, a language. You don't know "
125,0:19:24,0:19:29,SPEAKER 2," I've been reading one piece. So I'm kind of  Oh, you're in there. Yeah, excuse me miss. Are you are you a wee basin? "
126,0:19:30,0:19:36,SPEAKER 3, Am I a wee I mean I watch I watch quite a lot of anime. What's your favorite?  Hansa hunter 
127,0:19:36,0:19:42,SPEAKER 2, Classic and he's a true wee because he said hunter hunter and not hunter X hunter because the X is silent and he already knew that like lasagna 
128,0:19:44,0:19:46,SPEAKER 1, Yeah 
129,0:19:46,0:19:50,SPEAKER 4, It is like that finally some recognition real X is move in silence 
130,0:19:52,0:19:56,SPEAKER 3," Yeah, how old are you? I'm quite I'm curious. Um how old do you think I am? "
131,0:19:56,0:19:58,SPEAKER 5, I got this wait 
132,0:19:58,0:20:00,SPEAKER 4, I think 27 
133,0:20:00,0:20:04,SPEAKER 5," Yeah, wait, I think we're all guess boy in the strap of jamas "
134,0:20:07,0:20:12,SPEAKER 2," No, it's close. He's mine. You have April 1st 1997. Oh, you "
135,0:20:16,0:20:25,SPEAKER 5," Yeah, wait, I looked it up 24. Yeah, I'm 24. Holy shit. I'm so old. I'd be 25 on his way out. I did not know I was older than you "
136,0:20:25,0:20:32,SPEAKER 4, That's crazy. This is gonna happen to you  I didn't I thought we were the same close up. That's not going to happen. That's gonna happen to you. I'm sorry 
137,0:20:32,0:20:37,SPEAKER 5, I'm sorry. The first thing he says to me is kind of such thick hair  It was like one of the first things he said 
138,0:20:39,0:20:43,SPEAKER 2, He also got a haircut today and it like it looks like you could still get another haircut 
139,0:20:44,0:20:45,SPEAKER 1," Yeah, Bruce since the hair "
140,0:20:48,0:20:52,SPEAKER 3," We still got some if you if you're like oh yeah, you want if you want a bit of a snack "
141,0:20:53,0:21:06,SPEAKER 5," A bit of like a jackass thing, but you think if I bagged some of that your hair on the floor and don't do that  How much I think I could get bored on you bet it's like sex education stories about a field's real hair "
142,0:21:06,0:21:10,SPEAKER 2, You wouldn't want to I don't know. I don't even want to think about that. I get more money for my hair 
143,0:21:10,0:21:15,SPEAKER 4," Yeah, because you could market it well, you you would sell for it because he he would be respectful "
144,0:21:15,0:21:18,SPEAKER 2, If you like don't buy it and I'd be like come on fuckers 
145,0:21:22,0:21:25,SPEAKER 4, Talking earlier before we started rolling about my condition 
146,0:21:26,0:21:40,SPEAKER 2," It's not a condition. Does it always come back to his hair? Yeah, every episode. Yeah, also this is a condition  This is a condition practice excavator. I have a hole in my chest. I was born with a sternum loss and an inverted ribcage "
147,0:21:40,0:21:42,SPEAKER 3, That's a very bold belly 
148,0:21:45,0:21:49,SPEAKER 5," This is really like a naked mole right? He said. Yeah, is that British for something else? "
149,0:21:50,0:21:58,SPEAKER 2," Is that like common parlance?  No, I'm just commenting. Yeah, I do making friendly gum. I do. I do have that in it, you know "
150,0:21:58,0:22:09,SPEAKER 5," I just can't grow hair. They're not that tight. You got some tight ass pants  There's got six thighs man. Yeah, I do have thondercise. I can pistol squat though. I know you can pistol squat "
151,0:22:09,0:22:14,SPEAKER 3," What's a piss? Oh, is that like a one-legged? You can you demonstrate? Oh, God. Oh, my god. What if I fail right here? "
152,0:22:14,0:22:20,SPEAKER 1," Oh  Come on, dude. I can't do that "
153,0:22:20,0:22:31,SPEAKER 5," I'm gonna say something. I just got it. It's gone rage. It's uh, it's uh,  I didn't want you my princess socks lovely. Oh my those are sick. Yeah, those are pretty cool "
154,0:22:31,0:22:41,SPEAKER 2, I'm kind of swag. I'm fitted and get it today. I try hard bonded. No crocs here  You crock man. You any crocs? I actually got a pair of crocs for Christmas. Really? Yeah. Yeah. Do you use them? Do you like them? 
155,0:22:41,0:22:48,SPEAKER 3," I do like them. I'd always hate it on them, but now I wear them like all the time. When I'm at home  I don't really go out with them. Yeah, but they're not they're not "
156,0:22:51,0:22:53,SPEAKER 4," Lightning McQueen. He's like, yeah, I mean, either "
157,0:22:54,0:22:57,SPEAKER 2, I'm like lightning McQueen Crocs. I go on a shirt that's his like coming me 
158,0:22:57,0:23:09,SPEAKER 5," We did like we did like a like a decently big shoot recently and that love  We was like supposed to be starring in and he's like, what do I wear? And I was like just wear something nice  And he shows up in crocs and like a leather vest my nice crocs "
159,0:23:10,0:23:14,SPEAKER 2, You have you have parents all multiple I have 15 I can't tell if that's a joke 
160,0:23:16,0:23:18,SPEAKER 4, Radiant of color like a rainbow and to be fair 
161,0:23:19,0:23:27,SPEAKER 5, He didn't buy them all for himself for for Christmas  I bought him like most of the colors and then crocs the company DMA on Instagram and give me a bunch more nice 
162,0:23:27,0:23:31,SPEAKER 2, Which is to I'm trying to get my own crocs. It's my dream. Oh shit. You could I feel like 
163,0:23:33,0:23:37,SPEAKER 5," Get my own croc. Yeah, just we have a croc right now and be like what's up? We're talking about a croc "
164,0:23:38,0:23:44,SPEAKER 3," Croc yeah, like that's a little difficult. I don't feel like I'm like  Integrated enough in the croc community. So just "
165,0:23:48,0:23:50,SPEAKER 2, When we do our croc swaps you aren't there 
166,0:23:51,0:23:55,SPEAKER 4, Asus shows up to the croc. Maybe he's got a gamecube controller. He's like oh fuck 
167,0:23:57,0:24:00,SPEAKER 5, How how did you start playing smash? 
168,0:24:01,0:24:27,SPEAKER 3," Um  Like I played I played melee when I was a kid on the gamecube  But I was like I don't know how old not enough to like I was just down being with Bowser the entire time  That's all I remember how a natural Bowser chooser. Yeah, not a lot of you in the world. No  And then I got  Roll when it came out  But even then I was just kind of playing it for fun. Uh-huh. I didn't get to like competitive smash to like  Been a while. I mean like five "
169,0:24:27,0:24:32,SPEAKER 5," Five years ago. Oh, I mean, that's quite a while. So you started with smash for competitively me too "
170,0:24:32,0:24:34,SPEAKER 1," Wow, yeah "
171,0:24:34,0:24:37,SPEAKER 5, And how did you play? How do you find like like competitive scenarios? 
172,0:24:38,0:24:40,SPEAKER 1, I played jigglypuff. It's okay 
173,0:24:41,0:24:43,SPEAKER 3, Who'd you play? Uh Pikachu 
174,0:24:43,0:24:50,SPEAKER 2," Okay, Pikachu's decent Pikachu's really good. Pikachu fucked at my local  Like there's Pikachu guys who showed up and I was like oh come on "
175,0:24:51,0:24:56,SPEAKER 3, Like one win today. Jigs was like the worst character in the game literally the worst. Yeah 
176,0:24:56,0:25:22,SPEAKER 2," Yeah, my my logic was I used jigglypuff in in brawl because I'd play with like a free for all my friends  And if you lost you get to pick the map so I'd go bridge of Elden  Oh, and you do that roll out on the left side. You've never changed. I was that what you could put you could pick that map when you play  Is that like the not like competitive? Just like for my friends  And then when I went to like competitive events. I was like, oh, I'll just do this again  And it's different when there's only one person there "
177,0:25:23,0:25:30,SPEAKER 5," Yeah, they are getting panced and like putting lockers. Yeah, that's which off. It was tough  Wait on, so how did you start playing competitively like where do you find that? "
178,0:25:30,0:25:44,SPEAKER 3," Um, I went there's like I there's a few locals in London and I went to my one which is actually literally down the road from where I live  Um, I was at this pub this bar called Mountdown  And it's like the biggest local in London and I just start playing to the plays there "
179,0:25:45,0:25:48,SPEAKER 2, You kind of got to know people in the scene. Wow. Were they nice and cool 
180,0:25:49,0:25:53,SPEAKER 3," Yeah, yeah, so yeah, such nice dude. Yeah, and girls. Yeah, mostly dudes "
181,0:25:54,0:26:20,SPEAKER 2," I embarrassingly admit this but at the ASU local I had like 120 people at Arizona  University of the college I went to and  And it was like mostly dudes in the bathrooms were filthy and I'm very  In like I have a little pierrisis  It's the medical condition of P shyness like a baby version of it where if it's like really filthy  I can't be in public and so I'd go to the girls bathroom really yeah, and it was a ghost town "
182,0:26:20,0:26:23,SPEAKER 5, It was a ghost town. You're just an empath man. Yeah 
183,0:26:24,0:26:28,SPEAKER 2," Yeah, and  And I and I would have never admitted it back then, but I'll say it now "
184,0:26:29,0:26:39,SPEAKER 4, Did you ever go into the girls bathroom by accident?  You're not looking or something and it's just stalls you're like what the fuck?  You're like mr. Crab's meme and then you run out because you're embarrassed. You just stay in there 
185,0:26:41,0:26:43,SPEAKER 1, I'm like if I'm already here 
186,0:26:43,0:26:45,SPEAKER 2, What is well figured out they're always nicer 
187,0:26:46,0:26:48,SPEAKER 4," Yeah, of course. We're filthy animals "
188,0:26:49,0:27:05,SPEAKER 2," Well, I think our grosser than men. What oh your bold? Oh my god. Here's the clip. That's brave. Here's the clip  You're going for why Ludwig I think if you ever have lived with a girl  They're just grosser on average. They have they have like way more shit. They're way messier. They "
189,0:27:06,0:27:25,SPEAKER 5," It's all it's all the only thing the only place. I think I've seen consistently messier is like the area around your sink  Yeah, then they will fuck your sink up. That's true with debris. They throw it looks like a fucking it looks like the hangover in there  Yeah, it's like there's just fucking shit  There's like open makeup everywhere. There's like wipes with like all sorts of colors on them "
190,0:27:26,0:27:30,SPEAKER 4," Oh, true true. You're trying to get in almost like the wind alert. Yeah, okay, so "
191,0:27:30,0:27:34,SPEAKER 5, Someone really wants a storm happening. There's a storm happening in London right now if you guys didn't know it 
192,0:27:34,0:27:39,SPEAKER 4," It's red it's red alert. Oh, it's someone with a package. We'll let him figure it out. That's all right "
193,0:27:39,0:27:44,SPEAKER 2, It's red alert in in in London. I literally never seen I had a thing on my phone said red alert in London 
194,0:27:44,0:27:47,SPEAKER 3, I've never seen that before. What does it mean? I don't know no one knows what it means 
195,0:27:51,0:28:00,SPEAKER 2," I know because it's on the radio if there's a red alert until 3 p.m  It's recommended to stay indoors for this time and the guy almost did this outside. Yeah, that would have been terrible "
196,0:28:00,0:28:04,SPEAKER 3," That would have been fun though. We would have been fucked, right? I appreciate it. They're like us like blowing "
