,Start,End,Speaker,Text
46,0:10:59,0:11:03,SPEAKER 2, yeah definitely no I think you could take a coyote with or without a chain mail sweater John I 
47,0:11:03,0:11:12,SPEAKER 1, just think that you need to get properly motivated no but I could definitely take a coyote if I  had a chain mail sweater on it for no other reason than it would make me feel super confident I 
48,0:11:13,0:11:35,SPEAKER 2, I feel like it's really nice to hear that they're using some paper cups and fasteners because  of course those can be reused staple is just a one time thing and I you know also when you have  a big stack of documents it's not just like the hand stapler like you like the the swing line that  they got an office space but like this like like it's almost like a staple gun and it's like  shoo gonna go through like it could you could go through you could bind like two pieces of wood 
49,0:11:35,0:12:05,SPEAKER 1, together with that thing I've been using a nail gun recently for a home improvement project  and oh my god like what I mean I am done with hammers it is over between me and hammers  nail guns are amazing I'm sure that like eventually I will nail my finger to a piece of wood  and I will be like maybe hammers aren't so bad after all but right now man I am loving life  with a nail gun let's move on to another question Hank all right I feel like we did a really good 
50,0:12:05,0:12:10,SPEAKER 2, job Katrina the short answer is you're gonna have a couple mugs of staples for the rest of your life 
51,0:12:10,0:13:29,SPEAKER 1, so you're gonna make a chain mail sweater and it's gonna be amazing this question comes from  Sarah who writes to your john and hank why is it that when something is spinning quickly such as a  fan a wheel on a car or a fidget spinner the object itself appears to be spinning in the opposite  direction then it is actually rotating uh vetoed in serta more's ser tesima Sarah I believe that  means life is uncertain death is certain but I'm just guessing john I don't know the answer to  this question I know the answer to this question it's finally happened it's finally happened  there's a question about science that Hank does not know the answer to what which happens all the  time but he's not pretending to know the answer and I do know the answer are you sure that you're not  wrong I'm pretty sure that I'm not wrong okay I know why I know why cameras don't I know I  camera see them go backwards or go and and and slowly yes it is because our eyes are not actually  that dissimilar from cameras it's because the frame rate in our brain is not infinite we see  individual images we do not see motion and then we create motion with our brains and that makes  things weird when they're moving really fast I mean I know I I am surprised that our that our eyes 
52,0:13:29,0:13:35,SPEAKER 2, work that way if they indeed do and I look forward to to to emails from people telling us whether 
53,0:13:35,0:13:40,SPEAKER 1, or not john was right about that one I'm sure I can't wait for the corrections they will be Legion 
54,0:13:42,0:14:06,SPEAKER 2, okay hey how about this one from Emma John who asks do you think a John okay so I may have made  an impulse purchase of 527 glow-in-the-dark stars from amazon they were only three dollars so don't  judge me while gazing up into my homemade galaxy however I couldn't help but wonder how the stars  are able to shine how do things glow in the dark space is vast and mysterious Emma okay so my 
55,0:14:06,0:14:14,SPEAKER 1, theory is that glow-in-the-dark stuff absorbs light and then spits it back out when it's dark 
56,0:14:15,0:14:53,SPEAKER 2, well it spits it back out whether or not it's dark but kind of yes so there so you know like  some some things you look at like some markers or pieces of paper and they like for some reason  there they like seem to be it's not just the color they have they're also like throwing out  a like like more color than you feel like they should or to different or like a different color than  you feel like they should this is especially obvious when you use black light so you have a black  light and you're shining the black light on like a white thing and suddenly it looks like that  thing is glowing there's like way more light coming out of the shirt than there is going into it it 
57,0:14:53,0:14:58,SPEAKER 1, appears right right yes yes I'm familiar with this so what is in fact happening is that there is 
58,0:14:58,0:16:19,SPEAKER 2, light going into that shirt that you can't see and then it's being re-radiated or not radiant I  guess but it's being it's being it's being re it's like it's it's it is absorbed by the atoms  in the shirt and then it is re-emitted in a different wavelength so it goes in electrons do  some magic stuff and then when the electrons do their magic stuff it cut like the photo another  photon comes out and that photon is at a different wavelength that you can see in a similar way  when you have glow in the dark thing the photon go in and then it messes with the electrons and  then the photon comes out but there's a delay it doesn't happen immediately it happens a bunch  and it happens all the time and it happens in sort of a curve from like you know the moment when  you take the light away is the most photons coming out and then slowly as time goes on fewer and fewer  of the electrons are the of the photons come out so that that's basically what's happening  I got a huge I don't know a huge amount about that but but when light hits a thing it can change the  energy level of a photon or of a electron going around the the atom and then when it drops back  down to its old energy level which will eventually happen sometimes immediately and sometimes after 
59,0:16:19,0:17:31,SPEAKER 1, a fair bit of time it will release another photon well that is interesting good glad  I'm so I'm glad I know that it burns out I was basically right all along and also to the extent  that I wasn't right I don't really understand let's move on to this other question from anonymous  who writes hello brothers green my husband and I just found out that we are pregnant  you're pregnant he is  excited he's pleased or yes we're very excited but would like to wait to tell friends and family  until the second trimester when the risk of losing the baby is lower however friends and family  have already been asking us about our plans to have children and some have even asked us  directly if I am pregnant those people should be banned they should not be allowed anymore  I am sure that these questions are well-intentioned but I still find it hard and awkward to respond  no duh yeah signed off anonymous uh this happened to us I don't know if this happened to you  it probably did I probably did it for god's sake I'm sorry if I did this happened to us all the time  because like Sarah wouldn't be drinking wine and people would be like why aren't you drinking wine  are you pregnant and Sarah would be like I don't want to talk about it 
60,0:17:34,0:17:38,SPEAKER 2, it's like well now I either have to lie or tell you the thing that I obviously didn't want to 
61,0:17:38,0:18:10,SPEAKER 1, tell you yeah and you there are there are good reasons why people don't want to talk about  pregnancy in the first trimester and that is or or whenever it shouldn't be up to anybody but you  when you tell people that you're pregnant and who you tell uh and it is super annoying to ask  and it's incredibly invasive and don't ask yeah yeah I mean especially like the thing that 
62,0:18:11,0:19:06,SPEAKER 2, there's uh I mean who so serious note like some people will try very hard and for a very  long time to get pregnant and can't and then you're kind of bringing up a sore subject some  people have you know repeated miscarriages and then you're bringing up that and that's no fun  for them to deal with so in general yeah it's just sort of like it's a it's it's it's  I understand why you want to bring it up and why it's funny and why we why we do it but like  there's also this like it it's kind of like you go there and 90% of the time or 99% of the time  it's like fun and like a cute fun thing that happened uh and even if you are pregnant and you're like  okay fine I'll have to tell you that I'm pregnant and that you you've uncovered my mystery  and it's not that big of a deal but like there's that small percentage chance that it's like a really  like you're bringing up a super sore subject and that maybe we don't like and that they should be 
63,0:19:06,0:19:44,SPEAKER 1, up to that person whether or not they're gonna bring that up so also it's not 90 or 99% of the time  it's way closer to 75% of the time I mean something like a quarter of all pregnancies and  miscarriage so it's just uh there is no reason to bring it up yep as far as I'm concerned that's  that I'm I'm sure I'm a little bit biased in that but yeah your responsibility uh you you  should feel free to lie to those people would be my answer because I think they have put themselves  in the position where they are gonna get lied to yeah and then when you tell them later they won't 
64,0:19:44,0:19:50,SPEAKER 2, be like oh my god you're a terrible person for lying to me you know or if they are you can just 
65,0:19:50,0:19:57,SPEAKER 1, be like well that's strike two you one word one more chance and you're out of the friend bucket 
66,0:19:57,0:20:01,SPEAKER 2, this is the bucket where I keep my friends and you're you're you're leaking out the bottom 
67,0:20:01,0:20:11,SPEAKER 1, my bud hey I think that's a wonderful image that we should use more often I think we should tell people  you're about to leak out of my friend bucket if you don't watch out mister I got a friend bucket 
68,0:20:11,0:20:17,SPEAKER 2, and it's got holes in it uh maybe like what can we do to patch up our friend buckets Jon so 
69,0:20:17,0:20:34,SPEAKER 1, they're not as leaky I feel like actually my friend bucket is not leaky at all I haven't lost a friend  in like a decade now I will say in my early 20s I used to lose a lot of friends uh but I haven't  I haven't like had a friend dump me in years which maybe it's like maybe you got a bucket and 
70,0:20:34,0:20:52,SPEAKER 2, and uh and it's not leaking but you're like sort of going through your life and it's slashing  around a little bit so when you have your bucket super full of friends some are gonna fall out  it's just gonna happen and that's okay but when you're like 37 and you have like two friends left  it's like well maybe I should be a little more careful with this thing and also it's harder for 
71,0:20:52,0:21:04,SPEAKER 1, them to fall out because yeah maybe I mean I think that also might be one of those places where like  the metaphor itself is limited and how far you can take it maybe possibly who knows it could be 
72,0:21:05,0:21:11,SPEAKER 2, it could be but there's a hole in the bucket dear Liza and I've I've only got one friend left 
73,0:21:11,0:21:53,SPEAKER 1, all right let's go to this other question from Renee who writes dear green brothers my best friend  and I shared an apartment while in college and during that time I gave her access to my Netflix  account uh oh somebody's leaking out the bottom of the friend bucket she has now graduated and  while I was happy to let her use the account while we live together I feel like it is time for her to  get her own I pay for Netflix for my whole family myself my three siblings my parents and my  grandmother and having her use the account adds another person to an already limited server she also  uses my profile and fills the queue with shows I have no interest in watching oh come on don't  put stuff in the queue that is one of the worst things I've ever heard in my whole life oh my god 
74,0:21:54,0:22:06,SPEAKER 2, it's not your account you can like it's what like you're being done a tremendous $9 a month  favor $10 a month favor now I'm shivering and you just you're abusing that privilege 
75,0:22:06,0:23:33,SPEAKER 1, Renee you need to drill a hole in that friend I mean you have to if you're using someone else's  Netflix account you have to and by the way I include my own spouse in this like when I watch Netflix  as Sarah I have to be an absolute ghost don't read anything don't queue anything don't list anything  just be as close to a ghost as I can be and that's that's my we're married you know you have  separate Netflix profiles of course we have separate Netflix profiles we don't have identical  interests it says who's watching Netflix the moment you log on to Netflix and I say me or Sarah  or kids and the kids I mean oh my god the things my children watch on Netflix if I have to watch  there's all these Netflix kids shows with no words in them Hank I don't you're not familiar with this  yet but like there's the show Oscars Oasis that I guess is like you know it works in every country  because there's there's no language it's fascinating the stuff that they choose to watch  when they get a hold of Netflix like before we wake up on a Saturday morning but anyway yes  Sarah and I have separate Netflix accounts because we watch different kinds of things okay we have  like when we watch Netflix together we can watch on either person's Netflix account when watching  stuff alone I don't want to have you know my bucket poisoned by all the weird you know crime  procedures that Sarah likes I mean Catherine and I have the exact same interests John I find that 
76,0:23:33,0:23:52,SPEAKER 2, weird indeed we do not and I guess is that is that is that looks confused by us they're like who are  these people that like both House of Cards and the Vicar of Dibbley is the Vicar of Dibbley a real 
77,0:23:52,0:24:57,SPEAKER 1, show yeah oh my god I mean that that show sounds like the best made up show it's like you walk  into the BBC offices you sit down in front of you know the person who makes all the BBC shows you  sit down you look them dead in the eye and you say the Vicar of Dibbley and they just like pull out  a stamp that says yes here is our here is our highest budget $300 go make it you yeah they order  like 250 episodes yeah after you say the Vicar it doesn't even like the Vicar of Dibbley that much  mostly mom likes that show she watches it on our Netflix account oh man anyway point being  Renee obviously you need to have a talk with your best friend about putting things in your Netflix  queue that is I mean it's it's oh it's not cool it's a little like I don't understand when you 
78,0:24:57,0:25:13,SPEAKER 2, were living together why that person had to have access to your Netflix account at all it's just  it's in the TV like did you have does she did she need to watch it on her computer and I guess  so you can watch it like different things and different how man but then you then you're stuck honestly 
79,0:25:13,0:25:30,SPEAKER 1, I would go to the best friend I would go to the best friend and I would say I will pay $50  for your first five months of Netflix on your own so that you can build your own queue and I get  your weird stuff out of my queue so I don't have to keep watching the Vicar it is it is after like 
80,0:25:30,0:25:35,SPEAKER 2, it is best friend though like you can't you're not gonna unfriend this person do you think there's 
81,0:25:35,0:27:06,SPEAKER 1, anybody with a Vicar of Dibbley tattoo I mean there's only one way to find out John I know hold on  it's a race it's a race get me to Google images oh my god yes oh my god there is oh wow wow wow oh my god  that is a Vicar of Dibbley tattoo Vicar of Dibbley oh man and it's a big smile it's a big  Vicar of Dibbley smile that's going on the Patreon whoo save that's the best time right now daddy oh man  I want to go back in time to the moment before I saw the Vicar of Dibbley tattoo oh my gosh  that is it's not it is not a small tattoo don't you think it's different like I've been very  lucky that people have been willing to put stuff that I wrote in quotations on their body but  so far as I know there's no tattoos of like my face I think it's different if it's a tattoo like  that is a tattoo of the Vicar of Dibbley's smiling face with the cross and the the you know  priest priest outfit and everything yep oh boy oh boy so yeah oh man I really yeah John green  face tattoo well it's just you with peanut butter on your face is all I got well there you go  there you go um I think I there's something extremely intense about having somebody's uh  face on your body for the rest of your life well the Vicar of Dibbley is a very good show it's 
82,0:27:06,0:27:19,SPEAKER 2, very funny and uh and and I I appreciate super fans in all stripes whether whether you're uh  you know sending in clips for for for weird nerdfighter projects or whether you're tattooing 
83,0:27:19,0:27:41,SPEAKER 1, the Vicar of Dibbley on your bicep I think if you like the Vicar of Dibbley so much you know what  I think you should do no I think you should get a Vicar of Dibbley tattoo I don't have any tattoos John  and I know it would be a great first tattoo and people would be like so why did you pick the  Vicar of Dibbley and you'd be like oh it's for a goof on my podcast no I'll be like I've never 
84,0:27:41,0:27:59,SPEAKER 2, actually seen the program I wanted to pick up piece of media that I liked but didn't love  to be sort of representative of like they're like I don't want to be too all anything so I  this is more of a celebration of sort of liking stuff more than a celebration of this particular 
85,0:27:59,0:28:13,SPEAKER 1, show yeah it came down between the Vicar of Dibbley and NCIS Los Angeles show I have never seen  I don't even know if it's real um speaking of which today's podcast is brought to you by the Vicar 
86,0:28:13,0:28:32,SPEAKER 2, of Dibbley the Vicar of Dibbley now on Netflix now it's it is it is and also available wherever  British people are it's just like they walk into a room and it just happens this this podcast  is additionally brought to you by 527 glow-in-the-dark stars available apparently on amazon.com 
87,0:28:32,0:28:45,SPEAKER 1, for three bucks and of course today's podcast is also brought to you by fighting to the death  against a coyote fighting to the death against a coyote not totally confident yeah no unless you 
88,0:28:45,0:28:55,SPEAKER 2, got that the unless you got that chainmail made out of staples yeah and finally John I don't know  if you know but this podcast is sponsored by an actual sponsor we have a real sponsor again we do 
89,0:28:55,0:29:42,SPEAKER 1, it back plays Hank I use back plays so I feel like I can actually talk about it uh well I mean  basically what we have to say is your data is valuable and precarious yeah I used to email myself  at the end of every day the document that I was working on that eventually became turtles all the  way down and then I found out about back plays where for five dollars a month it does that exact  same thing except with all of your files not just with the one file um it backs up pictures  documents uh everything it's five dollars a month it's unlimited backup and uh it is it works  really really well it has a mobile app uh it can restore stuff by email uh it's great yeah 
90,0:29:42,0:30:03,SPEAKER 2, backs up not just documents put music photos videos drawings projects everything you do on your  computer there are a number of things that could happen to your computer John it could get hit by  a meteor it could catch fire your house could catch fire you could leave it I feel like if I  underneath a chair on an airplane like I did and and all those there's some baby pictures that I'll 
91,0:30:03,0:30:24,SPEAKER 1, never get back John back plays I didn't have back plays yep Hank that's because you didn't have  back plays you can go to back plays dot com slash deer John to learn more it's five dollars a  month again unlimited backup back plays dot com slash deer John that is the only uh you are  L that you should use so you want to go to back plays dot com slash deer Hank that's also 
92,0:30:24,0:30:28,SPEAKER 2, available but I'm not gonna fight this one because John actually uses it and I haven't yet but I'm 
93,0:30:28,0:33:54,SPEAKER 1, seriously considering signing up because I freaked myself out you sure Hank Hank when you sign up  please go to back plays dot com slash deer John we'll see what what choice I make you can't wait  I really hope I oh man I really hope you use I really hope you use my URL that would make me so  happy Hank I want to answer another question because I actually feel like I might be able to help  with this one probably not but maybe this question comes from Dina who writes deer John and Hank  I've come to realize I have a major social anxiety disorder and it's really starting to back me  into a corner uh then they talk about uh going to an expensive therapist for six months and feeling  like they weren't making progress and then there are a number of phone calls I have to make an emails  I have to send some are intimidating others are so simple they shouldn't intimidate me but I'm just  avoiding all of it and I know I am and I keep doing and I feel like I'm in such a rut I don't know  if I should see another therapist or if it's just time to grow up I don't know this problem is only  getting worse your dubious advice would be appreciated Dina or possibly Dina I'm not very good  of pronunciations um so this is something that everybody experiences not just people who have  anxiety problems right like Hank you definitely experienced needing to send an email and not being  able to yes in fact I did that all weekend so um in my experience and I want to be clear that I  am not a therapist and I do think that you should see a therapist I think that you should see  somebody who is experienced in helping with this however in my experience avoidance does not  make the problem better uh at least over time it might make you feel better right now but it won't  it will you're right that the problems tend to get worse when avoidance is the main strategy so  here's my strategy like in that email you say some of these emails are so simple they shouldn't  intimidate me what well but they do so it doesn't matter like should or shouldn't like don't  put that values judgment on it let's just send those emails today now actually let's not if you're  driving uh no distracted driving pause the pause pause the pod pull over get out your laptop  get connected to wireless get get on get on the internet Wi-Fi that's on the internet. Yeah get on  that panero Wi-Fi and um and break that task up into what however many little chunks you need to  break it up into in order to get it done because once you start rolling down the hill of getting  things done and stopping avoiding them it like anything it gets easier each time uh and you will  love the feeling of being on the other side of this and you know that uh but the only way to get  on the other side of it is to break it up into tiny little tasks you open the you open your email  program you go to compose you hit reply whatever um and you look at you reread the email to get to  the parts that you need to reply to and then you write the reply and then you send it just break it  up into constituent parts uh and once you start it's going to feel so much better because I think in  my experience anyway it's the avoidance it's the sort of behavioral response to the anxiety  that makes it that I think will make the anxiety better by like not doing the thing that's  scaring me um but often in the medium and long run makes the anxiety worse absolutely the case for me um 
94,0:33:54,0:34:25,SPEAKER 2, I I mean so much of of the negative emotions I have are due to you know in part having signed up  to do more than I may be physically physically capable of but also you know knowing that those  things are there and not doing it because and it's it's it's the not doing it that makes me uncomfortable  and unhappy it's it's not the actual process of doing it like like not doing it is holding 
95,0:34:25,0:36:24,SPEAKER 1, me back and from doing it in a weird way that makes sense right yeah no I mean a lot of it yeah  absolutely it's the the like dread of not doing something becomes overwhelming it becomes the  primary experience that you're having it becomes like it becomes the work you know like yeah  I've found that ever since I was a kid like I remember being a kid and my parents saying to me  if you just started this project when you started worrying about it it would be over you know like  and that's still true for me like I still it's still something I struggle with but that that's  what works for me is just like saying this starts now and we're gonna break it up into tiny little  parts and I'm not gonna judge myself for it being hard because it may not be hard for everyone but  it's super hard for me and that's the way it is uh-huh before we move on to the news from  Mars and AFC Wimbledon I want to um share an important piece of news okay thank you may remember  that a few weeks ago Sarah wrote in to ask about her husband shaving his head because he wanted to  shave his head to know what his head looks like um and we answered and we told him that he should  shave his head so there was a head shaving party good news Sarah reports that her husband's head  does not look weird shaved um and there is an amazing video of it of the highlights of the head  shaving party because they went all out it was a full on uh head shaving bash and we are putting that  on the patreon because it is just absolutely magnificent and this bash is uh it just appears to be  two people in a room with a with an election I mean you get first off you know that there is  a third person because somebody is holding the care okay three people three people is a party  Sarah is wearing what appears to be a formal gown so it is obviously a party 
96,0:36:24,0:36:30,SPEAKER 2, print john what oh that's an apron my mistake you are confused but there is another man another man 
97,0:36:30,0:37:10,SPEAKER 1, has shown up there is okay there's at least four people one of whom came pre pre-head shaved or at  least pre-balled oh yeah he was yeah he's he's not haved he's not in advance he's not shaved he  that just happened to him over over years is he drinking la croix very possibly hold on I got a  zoom in I got to go to 720p and that is a la croix in fact I can tell you right now I that's a  pink la croix what is that pink flavor is it crayon raspberry I've I've never had a pink la croix I  don't think I'm a real popular so yeah I can confirm that's a crayon raspberry la croix and I can  confirm that this is a party because if there's la croix and four people that is a bash 
98,0:37:13,0:37:19,SPEAKER 2, and I'm looking at his head his head is now shaved even more than his his face is and it looks great 
99,0:37:20,0:37:25,SPEAKER 1, good in terms of shape I'm gonna say it's just it's an a plus I think good head shape 
100,0:37:26,0:38:43,SPEAKER 2, John is the news from Mars well it looks like Elon Musk being you know our only chance  to beat our deadline of 2028 is has scheduled the launch the first test launch of the Falcon Heavy  rocket which is the the rocket that Iran hopes will will take people to Mars and has enough  oomph to to have people on top of it and get them all the way there and I will have its first  test launch not in 2013 John when it was first scheduled not in 2014 when it was second scheduled  but indeed this year in November John he's he has looking for 2027 it's not good not not good at  all indeed this this will test launch might not even reach space it probably will just be a super  test their their Mars mission dates have been pushed pushed back to 2018 and 2020 and it seems  unlikely that they'll hit that you know Elon Musk is good at getting stuff done but he's not and I'm  not saying that it's like I'm not saying this is a bad thing I'm pretty impressed honestly not  hitting deadlines but but also making things happen with it seems to be a lot of what's 
