,Start,End,Speaker,Text
40,0:01:49,0:02:04,SPEAKER 3," We were in hell last night because we put off the postcards.  Who far this time?  Because usually when we put them off, we still can split it across two days.  Also, for those who don't know what we're talking about in our Patreon, tier three is an up-get-sent postcards that we sign.  And... "
41,0:02:04,0:02:06,SPEAKER 4," Well, we don't just sign them.  We put little cute messages. "
42,0:02:06,0:02:11,SPEAKER 3," Well, messages might write your name and I say, hey...  I'm feeding your parasocial brain.  Do you like that? "
43,0:02:11,0:02:14,SPEAKER 2, I was first to do it.  Because I love my fans.  I love you. 
44,0:02:14,0:02:16,SPEAKER 3," Yeah, I love you was the first to finish. "
45,0:02:16,0:02:20,SPEAKER 4," I did...  You know, I cheated.  I did Ludwig.  I did Ludwig. "
46,0:02:20,0:02:21,SPEAKER 1, He Ludwig did. 
47,0:02:21,0:02:24,SPEAKER 4," I just signed them.  Really?  Yeah, I didn't have time last night. "
48,0:02:24,0:02:26,SPEAKER 1," Well...  Meanwhile, I'm me and Nick. "
49,0:02:26,0:02:27,SPEAKER 3, We're in the trenches. 
50,0:02:27,0:02:31,SPEAKER 1, We're in the trenches.  We're sitting at the table talking about telling these kids about top one for it. 
51,0:02:31,0:02:42,SPEAKER 3," It's like, Aiden can't think of any ideas.  He's looking over at my cards.  And I'm writing fucking...  I'm writing smoke, dude.  I'm just like fucking...  Yeah, you're on a roll.  I'm writing, like, I'm not Adam, but Shorty turned me to a savage.  Hundred emoji. "
52,0:02:42,0:02:43,SPEAKER 1," Right, yeah, yeah. "
53,0:02:43,0:02:49,SPEAKER 3," And then he would lean over and goes, Nick's name is not Adam, but Shorty turned him to a hundred emoji.  And I was looking up... "
54,0:02:50,0:03:03,SPEAKER 4," I was writing.  It's so bad.  I remember earlier on in the Patreon, I would get kind of nervous and mad at his postcards,  because I'm like, these are fucking terrible.  This is, like, you're giving this person a piece of shit product. "
55,0:03:03,0:03:09,SPEAKER 3," So Aiden's cards like this.  John from Colorado writes in, and he writes, hey, John, how's Colorado? "
56,0:03:13,0:03:15,SPEAKER 2, But it's better than what you did this month. 
57,0:03:15,0:03:17,SPEAKER 4," Yeah, I just did the Ludwig.  So I have no... "
58,0:03:17,0:03:24,SPEAKER 3," The layup is that if John from Colorado would reply to him and go, Colorado is really good.  I'm like going to college.  He would be like, oh, dude, that's fucking sweet. "
59,0:03:24,0:03:25,SPEAKER 1," Yeah, it's actually a talk to him. "
60,0:03:25,0:03:26,SPEAKER 3, Yeah. 
61,0:03:26,0:03:27,SPEAKER 1, Is that crazy? 
62,0:03:27,0:03:30,SPEAKER 2, He just does the first line of an Uber conversation that will never finish. 
63,0:03:30,0:03:35,SPEAKER 1," Yeah, and then some people reply to you and then you learn something interesting.  You've penned this? "
64,0:03:35,0:03:39,SPEAKER 4," Well, no, at the same time, you have 20 unread DMs.  You piece a shit. "
65,0:03:39,0:03:40,SPEAKER 1, It's the same thing. 
66,0:03:40,0:03:41,SPEAKER 4, So many right now. 
67,0:03:41,0:03:46,SPEAKER 1," They see?  So there's, like, you really just...  You cannot have it all. "
68,0:03:46,0:03:51,SPEAKER 3," If I can put a pin on the talk shit on Aiden part of the episode, because we're going to move to Ludwig real soon.  Wait, what? "
69,0:03:51,0:03:52,SPEAKER 1," Oh, yeah. "
70,0:03:52,0:03:55,SPEAKER 4, Because you didn't do anything wrong today. 
71,0:03:55,0:03:56,SPEAKER 1, Right now. 
72,0:03:56,0:03:57,SPEAKER 4, Right now. 
73,0:03:57,0:04:16,SPEAKER 3," Aiden messages me.  So we were a week late on the advice show.  Because I'm okay with my life.  And I messaged Aiden, I'm like, yeah, we gotta do advice.  And we're supposed to do it at night.  And I'm on my way home and I messaged Aiden, like, hey, I'm on my way home.  He goes, hey, I'm just too tired to do it tonight.  Can we push tomorrow?  And I'm like, yeah, that's fine.  Hold on. "
74,0:04:16,0:04:22,SPEAKER 1," Hold on.  Only because he was late, because we said we would do it at seven.  So it is now 10.30.  Make us arrive to the home late. "
75,0:04:22,0:04:38,SPEAKER 3," That's fine.  I don't actually think I changed anything.  I did push two hours that day.  But I was still like, let's do it tonight.  It was only 9 p.m.  So I'm like, on my way home, like, let's do it.  He's like, honestly, I'm just too tired on the end of it anymore.  I get home.  And then he types in the fucking matchmaking chat.  Does anyone want to play agency?  That's crazy. "
76,0:04:38,0:04:38,SPEAKER 1," And then he comes downstairs and he's like, "
77,0:04:38,0:04:40,SPEAKER 3, Anyone want to play Counter-Strike?  That is. 
78,0:04:40,0:04:54,SPEAKER 1, What the fuck is that?  It can be an agency.  Agencies comes out of me with raw Instagram.  I don't have to think.  I just feel agency.  It's a part of you.  The advice show is a lot of thought and articulation.  But agency.  You can't. 
79,0:04:54,0:04:56,SPEAKER 4, You can't. 
80,0:04:56,0:04:56,SPEAKER 1, It just has to come out at some time. 
81,0:04:56,0:04:58,SPEAKER 2, I don't think he plays good enough for you to be mad at him. 
82,0:04:58,0:05:00,SPEAKER 4, You can't have help.  But you can't have the night off. 
83,0:05:00,0:05:04,SPEAKER 3, He doesn't have to touch your two times alive on agency. 
84,0:05:04,0:05:08,SPEAKER 4, That is insane.  At least pretend that you're doing something like we were shooting. 
85,0:05:08,0:05:16,SPEAKER 3," When we finally did record the advice show,  I was wearing a Batman mask the whole time.  I had like this shitty Batman mask on. "
86,0:05:16,0:05:18,SPEAKER 4," By the way, it's an audio only experience. "
87,0:05:18,0:05:30,SPEAKER 3," If you go to the advice show, the thumbnail was me in the bathroom.  I think Zepert pulled it up.  I put it on Twitter on, I think it was my Twitter.  And I'm wearing it.  And Aiden picks the most fucking dark topic we've ever had. "
88,0:05:30,0:05:30,SPEAKER 1, Oh no. 
89,0:05:30,0:05:32,SPEAKER 3, On the episode. 
90,0:05:32,0:05:34,SPEAKER 1, I'm just very serious.  I'm wearing the Batman mask. 
91,0:05:34,0:05:42,SPEAKER 3," And at some point halfway through reading about someone's trauma,  he looks over at me.  And I can only imagine he's seeing me in the photo. "
92,0:05:42,0:05:54,SPEAKER 1," And he just starts laughing.  I've been reading.  I've been reading the question, right?  I'm lost in the question.  Because this is going.  I'm reading it.  I'm like, fuck man.  I'm not qualified to answer this. "
93,0:05:54,0:05:56,SPEAKER 4, I wish you were playing agency again. 
94,0:05:56,0:06:12,SPEAKER 1, We're half an agency would have made me feel great at the time.  And I finally look up.  Because I even made eye contact with Nick  and maybe like two straight minutes.  I look up and I see him leaned over in his seat like this.  And he's still Batman mask on.  And he's just shaking his head. 
95,0:06:12,0:06:16,SPEAKER 4, Oh my god. 
96,0:06:16,0:06:20,SPEAKER 2," Dude, okay.  Advice show.  But you do the Batman voice the whole time. "
97,0:06:20,0:06:20,SPEAKER 3," Oh, I did that. "
98,0:06:20,0:06:22,SPEAKER 2, It's only really dark topics. 
99,0:06:24,0:06:30,SPEAKER 1," Dude, we're doing the show.  The latest we've ever done it.  It's almost 1am.  We never record this. "
100,0:06:30,0:06:32,SPEAKER 3, I get how the identity works. 
101,0:06:32,0:06:40,SPEAKER 1," He's wrapped.  He's wrapped in a blanket.  He's wrapped in a blanket at his Batman mask.  Jacob.  Jacob, you need to communicate with her.  But yeah, I get what you mean. "
102,0:06:40,0:06:44,SPEAKER 2," Jacob, that sexual assault was not Jacob.  We's not that you need to communicate with your girlfriend. "
103,0:06:44,0:06:46,SPEAKER 4, You look like you're like a 45 year old. 
104,0:06:46,0:06:50,SPEAKER 3," I'm being only side lit by a monitor,  which is not quite how moved by it. "
105,0:06:50,0:06:54,SPEAKER 2, I also get why Bruce Wayne gets away with it.  Yeah. 
106,0:06:54,0:06:56,SPEAKER 1, Yeah.  You're looking at that.  Who could that be? 
107,0:06:56,0:06:58,SPEAKER 4, Yeah. 
108,0:06:58,0:07:00,SPEAKER 2, I've never seen that billionaire in my life. 
109,0:07:00,0:07:00,SPEAKER 1, Yeah. 
110,0:07:00,0:07:04,SPEAKER 3, And then also how about that?  We watched BrainCon the D-Com episode.  Just a fire week. 
111,0:07:04,0:07:06,SPEAKER 2, It's a hot one. 
112,0:07:06,0:07:06,SPEAKER 3, Fire week in the Patreon. 
113,0:07:06,0:07:08,SPEAKER 2, How about it? 
114,0:07:08,0:07:10,SPEAKER 1, Pretty good.  It definitely was.  Oh my god. 
115,0:07:10,0:07:20,SPEAKER 3," Well, for what?  The movie starts really high.  Like, it was like a 90s D-Coms  when there's still like really high production value  and a lot of heart and effort put in.  But then towards the end,  it just kind of like gets more boring. "
116,0:07:20,0:07:32,SPEAKER 4," Yeah, and I argued it doesn't get boring.  It just is the template for what we already...  What we now consider like how movies are supposed to go.  Now we have to subredate. "
117,0:07:32,0:07:32,SPEAKER 1, Yeah. 
118,0:07:32,0:07:36,SPEAKER 4," But if you're the first to do it,  you know, you got there first.  And I think it's like the quintessential. "
119,0:07:36,0:07:44,SPEAKER 3," It's not quite a timeless banger.  But there were movies.  Visually, it was very striking.  And what's going on over here?  He just stole a tomato from my... "
120,0:07:44,0:07:46,SPEAKER 2," Yeah, I wish I was sitting over there "
121,0:07:46,0:07:50,SPEAKER 4," because I could do that.  You're like coot.  But it's fucking gatekeeper, master,  fucking milk island.  Don't touch my shit over here, bro. "
122,0:07:50,0:07:52,SPEAKER 2, What if I didn't handle my meat? 
123,0:07:52,0:07:56,SPEAKER 4," What if I...  What if I...  Oh, I'm correct, bro.  I came over there and I licked it.  Like it was. "
124,0:07:56,0:07:58,SPEAKER 2, Who knows what I do to her? 
125,0:07:58,0:07:58,SPEAKER 3, What do you do? 
126,0:07:58,0:08:00,SPEAKER 2," I'm putting her in her place, bro. "
127,0:08:00,0:08:00,SPEAKER 1, You throw her against her wall. 
128,0:08:00,0:08:02,SPEAKER 4," Like a fucking prank fruit.  Wait, I don't know. "
129,0:08:02,0:08:06,SPEAKER 3, Buse my bed.  Let's try and get a bite if he crawls over like a kitten. 
130,0:08:06,0:08:06,SPEAKER 2," Uh, if... "
131,0:08:06,0:08:08,SPEAKER 4, Let me be me. 
132,0:08:08,0:08:08,SPEAKER 2, No. 
133,0:08:08,0:08:10,SPEAKER 4, No? Why? 
134,0:08:10,0:08:14,SPEAKER 2, Because I don't want him to crawl like a kitten.  He won't be cute.  It'll be like one of those old cats that's like... 
135,0:08:14,0:08:16,SPEAKER 4," Oh, like Ders? "
136,0:08:16,0:08:18,SPEAKER 2, Just clinging on to the last bit.  Ders is five. 
137,0:08:18,0:08:24,SPEAKER 4, Ders is five?  Ders looks like...  Ders is going through a fucking manic episode.  Ders looks like five cats. 
138,0:08:24,0:08:24,SPEAKER 3, It's mush together. 
139,0:08:24,0:08:30,SPEAKER 1, It's really fucked up.  Ders looks five!  Because it's just tortures Ders by the way. 
140,0:08:30,0:08:42,SPEAKER 4, And you guys don't know.  Ders was so grumpy getting shaved that the groomer couldn't finish the job.  So it looks like he gave himself like a fucking haircut in the mirror  while crying and listening to fucking... 
141,0:08:42,0:08:44,SPEAKER 2, Better than being bald. 
142,0:08:44,0:08:44,SPEAKER 4," Is it, though? "
143,0:08:44,0:08:46,SPEAKER 1, Ders looks like the guy.  It is. 
144,0:08:46,0:08:52,SPEAKER 4," I don't know.  If it's like a patch of hair that's like right here  and the rest is fucking falling out, I think... "
145,0:08:52,0:08:54,SPEAKER 2, The stylistic choice. 
146,0:08:54,0:08:54,SPEAKER 1, It's not. 
147,0:08:54,0:08:56,SPEAKER 4," Dude, if he had... "
148,0:08:56,0:09:00,SPEAKER 3," If he had the horseshoe bald, what's that called?  The horseshoe bald. "
149,0:09:00,0:09:00,SPEAKER 4, The Norwood. 
150,0:09:00,0:09:02,SPEAKER 3," Yeah, when you had...  Dude, that'd be so awesome. "
151,0:09:02,0:09:04,SPEAKER 4," Yeah, babies come out like that sometimes. "
152,0:09:04,0:09:06,SPEAKER 2, The phase bangs talking about? 
153,0:09:06,0:09:10,SPEAKER 3, No.  What's that?  What's going on under that hat? 
154,0:09:10,0:09:16,SPEAKER 1, Do you know all the banks?  Do you think...  Do you think there's like an American rat under that hat  who's been leading phase clay at this whole time? 
155,0:09:16,0:09:20,SPEAKER 3," Yeah, he's got little levers. "
156,0:09:20,0:09:22,SPEAKER 4, He's got hand tattoos. 
157,0:09:22,0:09:26,SPEAKER 3, He's looking over if the F-slur button constantly like...  It's been 20-30. 
158,0:09:26,0:09:28,SPEAKER 2, It's been 20-30. 
159,0:09:28,0:09:30,SPEAKER 1, I wish he was 10 years ago. 
160,0:09:30,0:09:30,SPEAKER 2, I wish I could go back. 
161,0:09:30,0:09:34,SPEAKER 1, He's smoking a darn new U. 
162,0:09:34,0:09:36,SPEAKER 2, We were so much better back then. 
163,0:09:36,0:10:04,SPEAKER 3," It's me, it's making of traumatizing arcats.  Aiden comes in the fucking room last night  while we're doing postcards.  He's got a bunch of like outlet converters  because we're going to Australia at his hands.  And he turns around.  I think he's just still holding on like doing something  but he's just turning around kind of fiddling with nothing.  And me and Yingling are like, what is he doing?  And then you hear human piss start to hit the ground  in our house.  And he just starts peeing on the floor like he's sleepwalking. "
164,0:10:04,0:10:04,SPEAKER 2, You fuck his wrong with you. 
165,0:10:04,0:10:12,SPEAKER 3," And me and Nick, for like five full seconds,  it's like when you think you're been a drink of milk  but it's spright. "
166,0:10:12,0:10:14,SPEAKER 1, And there's nothing wrong with spry. 
167,0:10:14,0:10:20,SPEAKER 3, But you're trying to figure out what your brain is trying to figure out  what's going on in the world.  And I realized he's peeing on the floor. 
168,0:10:20,0:10:24,SPEAKER 1," And then I'm like, I literally, I don't even ask him. "
169,0:10:24,0:10:26,SPEAKER 3," I just lean to Yingling.  I go, he's peeing. "
170,0:10:26,0:10:26,SPEAKER 1, Yeah. 
171,0:10:26,0:10:28,SPEAKER 3, And he just keeps peeing. 
172,0:10:28,0:10:32,SPEAKER 1," And then he's wrong with you.  And then he puts up, he pulls his pants up. "
173,0:10:32,0:10:38,SPEAKER 3," And he turns around and he's just got a little bit of dribble.  And yeah, a little bit of dribble and his belt undone. "
174,0:10:38,0:10:38,SPEAKER 1, And then he starts laughing. 
175,0:10:38,0:10:42,SPEAKER 3," And he goes, yeah.  I thought that would be funny. "
176,0:10:42,0:10:44,SPEAKER 1, Walk me through. 
177,0:10:44,0:10:48,SPEAKER 3, And then he starts cleaning it with Fubri's. 
178,0:10:48,0:10:52,SPEAKER 1, Really?  Really?  Why did you choose a good cleaner? 
179,0:10:52,0:10:54,SPEAKER 2," Because it's chemicals, doesn't mean it cleans. "
180,0:10:54,0:10:56,SPEAKER 1, He starts spraying.  That's a deodorizer. 
181,0:10:56,0:11:00,SPEAKER 3, Fabric deodorizer on it and wiping it around. 
182,0:11:00,0:11:00,SPEAKER 1, Why did you do that? 
183,0:11:00,0:11:02,SPEAKER 4, Why did you select that one? 
184,0:11:02,0:11:04,SPEAKER 2," Also, not much room to talk. "
185,0:11:04,0:11:12,SPEAKER 1," No, no, I'm just curious.  That's the hallway closet where we put all the cleaning supplies  and there was only one bottle. "
186,0:11:12,0:11:14,SPEAKER 4, Did you look under the sink of the kitchen where that shit used to be? 
187,0:11:14,0:11:16,SPEAKER 1, You didn't go there. 
188,0:11:16,0:11:16,SPEAKER 4, So I grabbed it. 
189,0:11:16,0:11:38,SPEAKER 1," I grabbed it without thinking.  It started cleaning with it.  And then somebody added in the Twitter post,  they were like, it's another layer of insanity  that he's cleaning this with Fubri's.  And then I looked at the bottle.  And it was like, oh, that's not disinfectant.  Wow.  So I went up to the kitchen.  I cleaned everything again. "
190,0:11:38,0:11:42,SPEAKER 3, Coots was curious all night about what's going on right here. 
191,0:11:42,0:11:48,SPEAKER 4, Did you drink any of your piss?  No.  Did you drink some of your piss?  No.  Like a milk from a saucer? 
192,0:11:48,0:11:50,SPEAKER 2, Did you give a small child cat your piss to drink? 
193,0:11:50,0:11:54,SPEAKER 3, No.  It's like curvy.  Coots with a little pink fat on the top. 
194,0:11:54,0:12:00,SPEAKER 1," I was responsible.  I was responsible.  As soon as I did it, I picked Coots up.  Put him in there. "
195,0:12:00,0:12:02,SPEAKER 2," Sorry, sorry.  Fuck you mean responsible. "
196,0:12:02,0:12:04,SPEAKER 3," No, no, no, no. "
197,0:12:04,0:12:06,SPEAKER 2, You're dick out in a living room in front of people  and peed on the ground. 
198,0:12:06,0:12:08,SPEAKER 4, Not people. 
199,0:12:08,0:12:12,SPEAKER 2," No, you shut the fuck up.  You smash the hammer against the wall.  You didn't even put any for breeze in it. "
200,0:12:12,0:12:14,SPEAKER 1, He didn't clean it up. 
201,0:12:14,0:12:14,SPEAKER 3, We're the last of the Mohican. 
202,0:12:14,0:12:18,SPEAKER 1, That corner of the room is arguably cleaner  than it was before I peed there.  That's true. 
203,0:12:18,0:12:26,SPEAKER 3," That is what he said right after.  And I said, that sounds like something  we would make up that you would say  if you did this in a hypothetical world. "
204,0:12:26,0:12:28,SPEAKER 1, Yeah. 
205,0:12:28,0:12:32,SPEAKER 3," Like we'd be like, I'm out of an aid in pissing in the living room.  He's like, it's cleaner now.  It was literally cleaner than it was before.  And he said it unironically after. "
206,0:12:32,0:12:34,SPEAKER 4, I feel like true. 
207,0:12:34,0:12:34,SPEAKER 1, What is it? 
208,0:12:34,0:12:36,SPEAKER 2, It's not true. 
209,0:12:36,0:12:38,SPEAKER 1, It's not true.  It's not true. 
210,0:12:38,0:12:38,SPEAKER 2, It's not true. 
211,0:12:38,0:12:42,SPEAKER 3, It's not true.  It's not true.  You're in a sanitary.  That's what he says to me. 
212,0:12:42,0:12:46,SPEAKER 1, That's all true.  It's like that's why you can drink in a bare grow roll. 
213,0:12:46,0:12:50,SPEAKER 3," I was like, don't be a fucking fun fat guy right now.  You just pissed on the whole. "
214,0:12:50,0:12:52,SPEAKER 4," I think when you're in that spot, you need to pull all the stuff. "
215,0:12:52,0:12:56,SPEAKER 2, It's a big difference between sterile and sanitary.  Big difference. 
216,0:12:56,0:12:56,SPEAKER 4, I mean it's sterile. 
217,0:12:56,0:12:58,SPEAKER 1, It's sterile and it can't pee on a pyreol. 
218,0:12:58,0:13:02,SPEAKER 4, Because you could have Hepatitis.  Like H-Box has. 
219,0:13:02,0:13:04,SPEAKER 1, I do. 
220,0:13:04,0:13:22,SPEAKER 4," Anyway, but I think that was really...  I saw all this happen on Twitter  because I wasn't there that night  and I'm like, a couple of things ran through my head.  ran through my head. One is me not being around sort of some sort of evil force that needs  to infect someone's ghoulish prime is just whoever the ghost in habit. I've been building "
221,0:13:22,0:14:25,SPEAKER 1," up to this. I've been building up to this because two weeks ago, two weeks ago, it would  Josh was still here. Me, Josh, and you know, we're going out walks and we're going outside.  We walk around the neighborhood like a bunch of hooligans. We're just fucking in jeans but  shirtless and it's the three of us like roaming our neighborhood. We were leaving and I really  needed to pee and I was like, you know what would be funny? It's because they're stating  across the street. If I peed in front of them in the yard but like so that I lined it up  so that the mailbox is blocking my dick. Okay. And I did this. Yeah, I remember this.  I remember them talking about this and it was funny and I'm like, and then yesterday  I brought in the chargers and I'm like, I do not want to continue to sign these postcards  right now. I really need to pee. It'd probably be funny if I did it right in front of  them. This is your internal monologue. Yes. What I think happened is slime when he goes "
222,0:14:25,0:14:31,SPEAKER 2," into his chambers, draws an arrow in his forehead, enters the avatar stage and goes into "
223,0:14:31,0:14:35,SPEAKER 4," one of our bodies. Oh, like, man, I have it. Those guys haven't fucking dealt with anything "
224,0:14:35,0:14:41,SPEAKER 3, in a while. Let me astral project real quick. Put on the VR goggles and start walking around 
225,0:14:41,0:14:45,SPEAKER 4, with Aiden. Yeah. But Aiden's so nice. He doesn't understand that his body's being 
226,0:14:45,0:15:10,SPEAKER 1," inhabited. And you have to do an act that he would do. And if it's too far out, then  you break out of the action. Yeah. Yeah. Me, me and Coots, me and Coots are the same because  that guy's been pissing and shitting everywhere. Yeah. And Coots doesn't wipe his up with  claw rocks afterwards. Wow. Is that true? Well, so the problem is he just stopped. It's  so funny because he was using his letterbox and then he just stopped. There's two letterboxes. "
227,0:15:10,0:15:14,SPEAKER 3," There's like, there's any letterboxes dead. That item, bros, is my house and then adult "
228,0:15:14,0:15:18,SPEAKER 2," cat letterboxes. And we tried to pivot to the adult cat, but she just doesn't like the "
229,0:15:18,0:15:31,SPEAKER 3," way it smells. It's like diapers for cats. I think cats just inherently know where you  want them to go. And then they go other places, not go like piss, like B physically, like  cats are like on top of your laptop when you're working. What if instead of diapers, "
230,0:15:31,0:15:42,SPEAKER 4, we had an area that we should shit. That's the toilet. Yeah. No. No. No. I can't make 
231,0:15:42,0:15:54,SPEAKER 1," it through this one. You're awesome. What if we had a rocket? And then the spot, the spot,  like, it was filled with water. It like self-cleaned for the next person every time you "
232,0:15:54,0:16:12,SPEAKER 4," used it. There's a, there's an old podcast. You said, doers, like they, they talked about  how we, we usually don't look at our shit. Oh, fuck. After the Carl Jacobs episode, I was  like, oh, man, we got it. We got to start being more appealing to women. And also don't  replace me. Please God don't replace me. Well, but that episode was one of 10. It was five. "
233,0:16:12,0:16:23,SPEAKER 3," It was two of 10. Two of 10. No way. You're still in. No. Well, it beat Mr. Beast. That's  crazy. But it lost to Connor, who is by far our most viewed. It is going to become an "
234,0:16:23,0:16:37,SPEAKER 4," a million view episode probably. I feel bad too, because I feel like I, I kind of shit  the bed with that one by doing too many accents. Yeah. You did. I was like, uh-oh. I'm fine  for my life in those comments too. Why? Because fuck those guys. Fuck those weeb nerd "
235,0:16:37,0:16:42,SPEAKER 2, pussies. They are right in that you did too many accents because you know you did too 
236,0:16:42,0:16:46,SPEAKER 4," many. No, they said my accents were bad. They are. They're, yeah, but that's from Connor's "
237,0:16:46,0:16:50,SPEAKER 3," own mouth. They were bad. So I was like, Oh, hi, have you episode, Pog? But wait, but "
238,0:16:50,0:17:03,SPEAKER 4," I don't want viewers to watch. No, you're telling me that I was just fighting for my life  at Thompson. And everyone who hates me and is mad at me, me and Connor are friends. So put "
239,0:17:03,0:17:08,SPEAKER 2, that in your pipe and smoke it. Are you hoping like Archie edits him in here? Yeah. Archie 
240,0:17:08,0:17:12,SPEAKER 3, right there. I want you to put Connor and I want him to look real like like a short leg 
241,0:17:12,0:17:17,SPEAKER 4, feet than me then hip. There's no shins like they got blown off and numb. Yeah. So his 
242,0:17:17,0:17:34,SPEAKER 3," episode went crazy. I think because we have so much overlap with trash taste in our audience,  speaking of we lost a bet to their podcast. Oh, right. Uh, yeah. Jerma really choked  that one, huh? Oh, uh, well, you were driving. Uh, what's the concept? Okay. At the Bury "
243,0:17:34,0:17:57,SPEAKER 2," O'Carte World Cup World Cup World Cup World Cup World Cup World Cup. I ran. It was 16  players. And it was we were playing double dash on land. Uh, it was like top four, cause  it finals, whatever. Mango and fucking Josh man crushed. What's the, what's the Kazooie  in the backpack? Yeah, Kazooie in the backpack. And he was chirping. And mangoes his banjo run "
244,0:17:57,0:18:01,SPEAKER 4, around. Yeah. Josh's Kazooie impression and his banjo compression and his grow until 
245,0:18:01,0:18:06,SPEAKER 1, the impression are all extremely good. He actually brought out the angry drunk in me. And 
246,0:18:06,0:18:34,SPEAKER 2," I understand that being angry drunk is not a meat thing. It's just if I'm hanging out with an  Australian and happy to be drinking. Yeah. Cause Miles was brought out last time. I don't  fuck with Australians when I'm drunk. Yeah. You are true. Yeah. They like, so he, we basically  had like four races and you could pass off the controller and have someone else drink for you.  So he passes it to mango. Mango does three races in a row first every time. He's just a fucking  god of the game. And Josh the whole time is like, well, not driving too good, are we? "
247,0:18:35,0:18:40,SPEAKER 3," And a lot of me is like, you are literally such a pussy and Josh is like, wait, wait, "
248,0:18:44,0:18:48,SPEAKER 2," while the race is happening, by the way, because he doesn't need to do anything. Cause he's "
249,0:18:48,0:18:57,SPEAKER 1," in the backpack. He's so cool. Do when Josh would race. Is there mashing the stick back and forth  for mango to get boosts on the turns? And that's all he has to do. Do when Josh is racing, "
250,0:18:57,0:19:04,SPEAKER 3," dude, he fell off rainbow road, maybe 50 times in one race. He is dog shit. It's actually insane "
251,0:19:04,0:19:10,SPEAKER 1," how bad he is at that game, considering how good he is at melee. True. Was it singly limb bracket? "
252,0:19:10,0:19:15,SPEAKER 2," No, it was like a, it was like a format where you get points based off play sings in a grand "
253,0:19:15,0:19:24,SPEAKER 4, pre. Okay. Did Amon design it? Yeah. Okay. Do you think he did a good job? I think the format  was actually really fun. Really interesting. Yeah. You lost it. And you play double dash more than 
254,0:19:24,0:19:32,SPEAKER 2," anyone. It was guaranteed that we were losing. No, I, mango plays more than me, but it was  guaranteed that mango was winning. And so we made a side bet. It was me and Jerm against Connor "
